FluorCam7 Kinetics Export File
-----------------------------------
[us]	[°C]	AXA4.2	AXA4.1	AA3.1	AA5.2	AA5.1	AA7.1	AA7.3	AA7.2	AA1.1	AA5.3	AA1.2	AXA2.1	AA1.3	AA4.1	AXA5.1	AXA2.3	AA2.1	AA4.2	AA3.3	AA6.1	AXA3.1	AA3.2	AXA4.3	AXA1.1	AA2.2	AXA1.2	AXA3.2	AXA5.2	AA6.3	AA4.3	AA2.3	AXA1.3	AXA3.3	AXA5.3	AXA6.1	AXA6.2	AXA6.3	AXA7.1	AXA7.2	AXA7.3
1740100000	48.87	228.800	172.376	158.900	293.353	166.896	150.709	266.419	160.474	321.478	279.094	257.213	208.570	360.188	352.325	218.405	253.184	380.612	342.744	234.658	281.569	317.701	306.991	219.857	282.085	384.974	335.701	266.376	211.398	267.466	241.447	235.702	286.604	521.137	267.598	215.336	289.044	219.752	227.242	227.560	222.482
1740140000	48.87	232.411	177.176	167.883	294.681	164.958	148.709	264.966	161.423	320.530	285.291	251.602	215.376	355.231	343.863	221.517	252.408	395.491	349.829	235.675	271.940	313.504	317.496	217.714	284.103	390.197	334.769	270.316	215.718	267.509	253.965	238.754	286.000	520.273	269.625	217.911	288.416	218.716	219.611	230.248	226.436
1740180000	48.87	231.537	183.071	159.983	303.112	171.833	148.519	264.222	154.526	319.261	283.462	255.778	213.817	348.803	350.333	217.190	253.233	392.578	345.359	238.795	279.034	318.162	308.504	226.316	285.983	386.282	333.615	272.009	207.913	276.319	256.386	238.711	289.228	530.915	269.080	219.911	294.911	223.716	231.274	229.743	229.509
1770020000	49.11	225.811	175.659	157.200	294.517	173.375	145.418	265.419	163.179	317.757	284.538	261.639	212.312	355.017	351.684	225.690	267.029	400.707	339.188	231.701	276.862	311.846	314.171	224.724	290.214	391.615	331.692	271.974	210.456	276.681	253.158	234.351	294.861	534.222	264.393	219.699	297.451	218.725	223.695	228.743	226.409
1770060000	49.11	230.168	174.424	163.850	300.819	176.417	156.114	265.829	161.090	327.130	286.880	251.620	209.989	352.829	349.060	218.224	263.641	391.819	345.462	235.650	280.457	313.590	307.256	225.429	282.273	385.983	326.521	276.735	213.010	264.009	248.105	236.088	287.416	524.521	266.911	214.699	299.496	220.771	226.295	224.275	228.245
1770100000	49.11	235.832	175.106	157.100	307.405	170.354	152.823	264.735	162.462	320.339	281.564	245.944	210.183	354.009	345.077	221.198	259.019	393.776	352.188	239.000	274.500	321.316	314.462	223.663	286.000	388.393	333.906	268.188	214.155	272.155	251.044	237.140	296.495	526.624	271.670	222.062	293.442	221.569	222.253	221.697	221.582
1770140000	49.11	236.695	177.635	165.767	299.457	176.000	147.481	260.932	168.756	318.835	287.325	243.056	210.914	352.590	351.436	222.845	259.845	402.422	349.000	235.248	271.828	313.385	310.667	227.459	285.162	384.051	324.863	272.034	211.631	270.267	248.132	241.772	294.911	529.436	274.643	229.089	295.549	223.495	225.063	221.761	234.973
1770180000	49.11	236.263	171.188	153.300	302.336	172.250	151.835	264.265	163.526	314.183	279.667	247.759	209.860	354.470	348.060	222.198	267.058	397.569	349.966	232.197	273.819	316.795	311.017	219.449	284.291	386.128	328.838	275.838	208.728	271.690	249.535	239.140	295.960	528.470	271.670	219.053	296.310	223.110	225.674	223.101	232.127
1800020000	49.34	243.347	177.906	163.633	301.793	169.146	151.797	273.359	171.231	328.357	286.171	255.630	214.935	356.060	354.761	220.448	270.427	389.810	349.128	233.308	280.491	313.795	312.222	226.204	289.470	380.077	335.615	270.846	214.408	263.638	254.921	238.193	304.891	529.581	270.259	223.646	299.965	222.248	229.558	227.330	225.555
1800060000	49.34	230.284	176.165	162.517	288.397	170.667	150.443	262.803	163.641	325.304	279.564	251.389	209.935	355.350	344.359	218.034	269.359	395.198	346.709	237.222	278.733	317.752	314.504	220.316	288.273	387.222	337.265	263.872	202.417	269.138	248.254	241.465	297.673	525.248	265.143	218.522	289.496	216.055	221.253	229.596	229.027
1800100000	49.34	243.379	181.082	154.650	299.509	179.625	148.101	263.504	166.936	320.113	285.607	247.750	205.452	358.778	344.077	220.112	272.583	392.603	355.094	235.974	282.483	315.803	307.940	226.510	292.863	383.316	334.957	266.325	219.748	270.155	254.035	240.368	305.109	527.419	269.143	223.664	296.584	215.872	224.053	228.972	232.491
1800140000	49.34	236.200	177.082	166.033	295.216	169.917	151.797	259.248	161.769	323.061	281.273	257.000	211.032	360.581	347.316	216.388	274.544	395.448	352.872	239.684	284.172	325.248	314.829	224.949	295.530	387.821	332.094	257.872	211.194	276.733	246.728	245.333	298.713	532.060	267.634	223.053	296.434	223.046	223.505	227.679	226.955
1800180000	49.34	235.863	178.694	163.350	302.147	172.458	150.886	266.231	158.218	328.209	280.812	254.500	215.151	367.479	349.410	219.250	272.233	399.569	355.701	233.650	277.810	318.957	314.547	216.357	294.222	392.718	331.487	263.436	208.631	272.586	245.281	235.728	304.861	543.650	273.580	225.089	301.566	220.807	232.295	224.780	226.609
1830020000	49.58	233.316	174.388	163.550	304.759	171.792	152.962	266.718	163.000	341.391	289.350	262.546	213.290	354.897	348.692	224.052	297.010	399.707	349.538	236.966	282.845	320.607	319.085	225.459	298.188	384.359	331.803	269.017	212.942	270.121	254.395	240.167	314.832	535.658	271.402	256.115	298.841	225.514	220.516	228.422	231.827
1830060000	49.58	236.263	182.165	159.183	299.810	170.667	152.342	266.727	167.833	328.122	285.376	253.324	216.441	356.487	347.829	224.612	291.524	392.017	348.179	233.325	276.931	318.359	312.624	229.153	284.692	383.932	338.077	268.060	210.709	260.034	251.044	233.377	308.406	539.752	272.455	255.735	302.973	222.697	225.926	219.789	228.855
1830100000	49.58	230.516	172.200	157.517	301.017	161.438	154.975	265.402	174.308	323.991	285.077	252.546	204.473	358.974	349.043	219.181	297.971	401.371	351.897	232.342	278.828	324.880	319.000	220.582	302.376	387.821	333.744	267.291	206.728	265.862	249.649	237.904	310.891	539.530	265.107	260.850	298.991	218.183	223.116	229.018	227.809
1830140000	49.58	226.905	172.400	167.933	311.086	168.417	158.329	269.812	169.410	324.148	293.256	259.861	205.817	361.880	348.709	223.862	285.388	401.724	359.009	230.085	275.526	319.060	314.838	216.949	297.803	386.444	339.436	267.026	205.971	269.207	253.412	244.912	314.149	533.034	269.223	261.097	299.044	218.376	226.705	221.991	231.855
1830180000	49.58	234.200	181.682	160.017	306.853	174.083	152.025	265.034	165.154	331.122	293.444	248.398	214.054	360.222	354.940	221.267	281.932	399.388	360.812	239.051	284.569	327.889	315.957	219.316	299.043	387.778	331.573	262.855	217.699	268.698	250.289	244.781	303.574	543.650	278.500	268.044	300.142	225.578	227.400	232.642	231.418
1860020000	49.82	234.074	168.529	161.217	304.879	164.688	160.063	263.701	167.308	335.626	292.248	246.676	213.301	350.427	346.821	226.302	311.417	400.457	355.299	230.966	280.871	319.949	310.983	224.327	301.188	382.427	333.325	262.727	209.262	268.422	259.035	241.211	310.277	531.017	271.670	262.637	301.655	221.862	221.011	231.807	229.464
1860060000	49.82	234.421	168.082	163.517	305.362	172.083	155.646	261.171	163.782	335.426	283.256	251.398	215.710	360.359	352.222	220.638	318.573	404.371	346.684	239.171	279.664	326.043	308.265	225.694	296.675	389.701	340.009	253.821	214.835	271.543	256.009	236.254	311.475	536.060	266.946	270.673	299.513	224.083	226.674	224.211	222.891
1860100000	49.82	239.379	173.047	168.950	299.690	166.917	156.962	265.376	169.462	330.078	284.402	255.602	205.140	359.316	344.940	213.440	304.029	395.431	353.402	233.778	277.776	322.222	315.727	227.306	307.256	386.709	333.521	261.154	215.049	276.362	257.754	240.132	309.386	534.761	271.196	258.195	303.743	219.890	223.811	226.028	233.073
1860140000	49.82	241.084	176.894	165.017	306.052	172.396	155.911	267.137	164.551	327.739	297.214	253.667	204.742	355.453	348.538	219.845	303.534	400.707	357.932	235.795	277.991	326.111	311.496	227.827	298.077	381.667	336.880	266.829	211.466	272.422	249.965	231.114	315.228	536.752	277.286	265.372	305.416	221.505	231.726	223.826	234.055
1860180000	49.82	237.200	174.741	161.767	308.112	172.083	158.304	262.607	171.218	321.278	288.897	256.444	213.903	362.137	351.573	214.422	316.971	396.336	349.513	238.265	281.103	336.427	319.316	220.724	300.145	395.521	342.991	269.325	206.000	274.026	261.561	244.088	311.842	539.402	269.750	268.053	296.522	224.092	223.958	226.917	232.064
1890020000	50.06	236.537	176.694	160.517	308.328	178.312	150.380	269.350	160.872	337.070	294.137	242.213	209.839	349.709	361.974	219.026	329.485	395.784	358.094	230.496	275.802	324.419	313.085	228.990	315.034	385.530	349.222	263.393	211.660	263.405	258.254	237.833	323.228	538.538	271.643	222.451	310.327	218.578	232.568	218.495	233.100
1890060000	50.06	240.621	173.294	169.900	305.086	165.812	154.380	270.675	170.731	334.209	294.769	238.278	200.753	362.658	347.453	219.078	320.369	398.698	353.632	233.727	275.336	325.974	322.829	230.837	314.368	393.949	340.778	260.709	203.058	273.741	252.456	241.868	323.465	537.735	271.080	220.805	304.619	224.431	227.453	228.826	229.855
1890100000	50.06	235.484	169.459	162.067	310.836	165.750	154.506	266.350	174.564	336.174	292.675	240.370	204.054	364.051	347.513	215.862	317.767	409.810	361.521	230.316	279.198	327.077	316.436	231.694	310.462	391.265	346.761	262.154	212.194	273.983	255.711	248.465	320.129	542.513	270.714	218.142	307.301	209.771	235.032	224.982	230.673
1890140000	50.06	232.989	173.459	161.383	307.397	174.958	158.861	269.111	174.423	337.835	296.863	240.176	214.935	355.051	357.376	220.810	327.301	404.000	364.530	233.923	277.543	329.701	315.333	237.245	317.863	386.727	340.496	266.179	199.845	272.474	250.658	237.842	321.505	545.556	275.134	215.991	305.699	206.284	226.389	223.220	233.855
1890180000	50.06	234.768	182.435	165.250	311.466	171.104	156.810	270.547	171.628	332.052	286.444	240.787	203.753	361.273	344.650	229.241	313.583	399.509	361.034	235.316	288.017	331.991	316.239	227.520	314.786	391.983	347.325	266.419	211.388	270.810	260.386	237.746	319.535	547.744	277.223	216.460	306.133	207.972	231.632	222.165	231.236
1920020000	50.30	247.389	170.129	157.150	314.638	164.292	158.025	263.453	172.167	332.217	299.684	239.907	204.312	365.709	354.615	214.914	333.175	393.672	361.940	238.957	275.371	326.607	318.632	239.643	333.538	234.641	343.641	261.812	214.019	270.862	257.289	244.395	326.525	539.530	268.241	223.115	306.637	224.495	228.832	227.275	232.427
1920060000	50.30	241.621	185.553	159.667	307.879	166.042	159.316	266.017	179.885	333.583	285.402	237.796	210.387	355.496	349.419	221.250	335.427	398.560	358.684	233.479	278.922	322.855	317.615	230.510	324.350	232.667	343.333	263.735	205.621	269.224	249.605	242.351	327.257	544.701	275.527	221.186	305.230	219.560	224.674	231.239	229.973
1920100000	50.30	239.105	178.647	153.250	316.595	169.125	152.747	270.547	177.051	338.730	293.974	237.565	202.441	354.299	351.915	223.026	334.291	401.457	360.692	242.145	272.569	325.889	322.667	233.184	323.205	232.000	347.889	266.316	203.650	265.284	256.649	241.351	321.970	545.265	275.857	226.080	316.177	220.963	229.684	227.119	235.945
1920140000	50.30	242.021	181.765	159.433	314.871	170.958	158.494	270.419	174.692	334.930	295.085	243.731	207.505	360.692	355.350	219.379	339.660	404.759	358.521	236.120	281.207	337.897	320.222	233.143	318.684	235.855	350.547	264.991	211.408	279.319	259.202	241.719	323.099	539.385	277.277	223.035	308.301	221.431	227.105	223.780	230.827
1920180000	50.30	239.168	182.247	166.250	317.612	173.458	161.544	264.393	180.538	336.817	293.470	238.083	213.226	368.821	360.282	226.293	336.718	406.112	368.137	240.291	280.362	330.197	329.137	234.990	332.248	246.769	353.197	272.009	213.534	276.034	251.930	244.640	320.317	547.137	281.259	226.841	312.336	221.248	234.316	230.550	233.827
1950020000	50.55	236.411	182.447	163.117	318.957	166.979	161.722	269.846	179.628	346.496	298.188	229.546	212.398	359.889	350.812	217.052	344.476	403.759	359.026	238.812	286.914	329.197	320.060	229.112	340.786	228.291	353.333	266.410	207.670	271.422	261.570	247.763	321.891	550.590	280.223	225.611	308.965	226.156	239.116	228.578	231.436
1950060000	50.55	236.705	174.800	157.667	312.819	171.146	159.620	270.419	185.128	338.061	296.581	230.074	213.118	361.692	350.231	225.388	348.010	406.836	353.598	232.034	272.784	326.932	320.838	227.643	336.197	227.650	356.017	254.744	208.194	274.672	252.702	244.307	321.901	550.940	274.616	234.858	306.133	218.101	224.116	231.587	232.891
1950100000	50.55	240.284	183.153	162.133	308.233	166.375	164.620	272.060	170.590	340.783	294.137	228.537	215.462	366.205	349.359	222.095	344.670	400.552	359.077	234.205	278.483	338.906	321.983	225.398	343.701	226.103	355.427	266.718	205.718	278.095	251.368	236.974	321.178	546.479	278.000	230.053	310.735	219.982	227.368	224.128	226.200
1950140000	50.55	245.811	181.976	169.567	317.672	162.271	157.911	273.949	181.179	339.417	295.222	236.130	214.129	363.436	358.761	227.052	343.874	407.853	357.863	234.402	279.483	331.154	323.333	223.296	337.991	231.949	358.239	263.402	205.262	280.457	254.211	247.921	319.634	543.068	278.714	237.920	307.575	215.789	218.389	222.468	234.864
1950180000	50.55	241.232	180.753	164.317	314.655	167.521	152.392	265.897	181.679	339.426	288.906	228.130	210.258	361.179	350.855	217.112	349.010	407.198	361.530	236.513	272.181	341.368	326.684	234.122	340.376	236.897	356.761	258.359	216.379	275.741	263.535	243.193	323.317	560.325	281.179	231.204	310.195	216.633	236.400	225.954	227.200
1980020000	50.79	235.989	177.624	151.733	322.302	168.812	168.342	272.470	178.141	341.357	300.932	235.278	210.548	363.829	353.385	216.129	363.330	409.078	366.487	236.197	276.466	336.564	321.880	234.786	351.744	239.026	353.308	260.487	211.728	281.250	259.684	243.956	330.921	556.650	279.920	240.717	313.522	219.321	228.105	228.294	231.209
1980060000	50.79	236.811	186.435	159.100	324.690	170.958	163.405	271.940	178.385	347.939	306.684	237.426	209.602	367.094	365.325	224.784	359.728	409.440	361.906	238.282	276.241	331.325	323.624	232.878	357.957	234.291	361.829	258.906	213.359	273.241	254.184	243.044	321.049	546.436	277.616	235.009	317.726	218.028	230.558	221.376	233.864
1980100000	50.79	239.821	173.106	159.900	321.543	172.188	166.570	278.880	189.679	350.557	295.855	235.861	209.903	366.701	344.137	219.862	363.340	410.543	363.632	235.863	281.336	345.735	327.530	238.827	348.205	232.761	360.496	271.034	208.272	272.871	253.333	246.395	330.574	558.299	278.080	247.018	309.434	216.138	225.053	228.716	228.391
1980140000	50.79	246.621	175.235	167.117	318.009	161.062	164.835	264.940	180.103	346.183	293.957	237.583	200.892	364.308	356.624	217.819	350.068	405.052	361.205	246.838	287.828	340.530	322.359	238.612	359.479	240.402	356.906	265.487	210.505	278.172	256.439	243.175	326.505	556.761	281.875	244.009	315.239	216.119	237.684	226.119	229.527
1980180000	50.79	241.621	181.871	165.100	319.371	181.021	166.190	273.880	185.051	345.391	298.709	230.269	210.946	366.205	362.821	225.940	355.301	411.500	357.026	238.060	282.638	345.932	325.521	235.459	353.051	235.479	357.402	265.838	209.602	277.509	259.675	246.754	326.970	564.094	283.634	231.752	316.637	223.303	230.347	226.183	235.545
2010020000	51.03	242.095	187.059	156.933	329.991	172.625	170.595	275.273	188.808	355.670	315.709	240.083	215.538	369.017	368.368	220.922	364.816	410.914	369.513	236.863	280.552	339.436	337.897	240.296	372.923	242.308	368.419	264.094	214.476	280.422	262.316	247.912	332.842	552.906	281.625	243.089	318.814	219.349	223.347	230.807	236.355
2010060000	51.04	242.221	188.612	156.367	322.517	182.896	162.949	272.735	186.615	349.713	309.872	235.620	209.677	372.171	356.051	217.603	371.961	416.371	369.838	240.573	280.379	337.120	334.248	241.031	368.932	228.564	370.547	259.436	218.155	272.836	257.982	254.904	329.089	570.769	279.375	247.593	317.177	212.734	238.326	223.165	237.455
2010100000	51.04	235.674	177.282	165.067	323.302	174.375	161.924	270.829	193.269	352.557	302.077	234.935	207.452	357.137	367.410	216.759	372.126	415.216	356.906	238.581	282.405	344.564	326.427	238.347	371.000	239.333	373.863	260.188	205.291	272.172	259.518	251.175	327.020	558.966	277.991	243.858	310.186	219.679	233.295	232.018	230.364
2010140000	51.04	242.611	188.718	163.083	328.905	174.375	173.063	272.684	187.910	347.730	302.402	230.148	206.021	362.940	355.171	218.698	372.660	413.767	363.248	231.197	271.724	342.957	324.120	235.031	372.026	236.026	360.479	267.496	212.699	275.086	256.737	242.930	328.594	557.880	277.402	245.274	321.389	217.633	234.611	231.651	232.845
2010180000	51.04	242.200	179.635	168.400	328.681	180.250	169.519	274.769	197.487	358.896	307.043	238.009	212.796	366.436	351.564	226.190	369.621	410.466	364.359	239.786	285.621	344.650	329.248	240.888	369.538	241.581	374.718	267.829	216.291	272.474	261.579	241.737	330.931	559.333	283.830	242.947	320.858	219.165	240.095	229.477	231.409
2040020000	51.26	249.474	177.447	162.100	328.836	180.812	171.291	285.376	198.038	360.757	314.282	235.139	216.710	364.940	364.060	225.043	377.845	419.241	367.966	242.632	289.845	341.889	332.855	240.561	394.128	236.188	374.547	255.718	211.505	273.853	261.421	256.228	332.356	564.974	278.750	259.655	316.876	219.569	233.642	229.349	234.482
2040060000	51.26	246.716	171.353	166.117	333.164	187.833	166.620	274.940	195.987	359.026	308.684	228.713	210.247	364.778	354.333	221.017	379.748	412.491	366.060	237.222	279.319	350.299	324.778	243.704	391.410	236.727	382.727	271.598	206.126	271.328	254.105	253.588	335.386	559.752	280.098	243.664	315.788	217.193	231.242	231.798	229.055
2040100000	51.26	243.474	185.588	163.567	327.621	178.500	168.506	284.487	198.897	364.670	315.222	231.296	207.161	373.761	362.709	222.612	377.981	415.784	368.778	241.333	280.991	352.299	328.017	235.490	384.872	240.444	382.795	266.410	207.718	274.078	264.518	249.263	338.089	570.547	290.009	253.336	324.894	218.917	231.168	229.752	230.918
2040140000	51.26	244.905	177.188	163.500	330.836	184.250	160.873	281.026	197.282	360.000	310.316	237.417	209.774	362.496	362.000	222.241	375.350	421.629	366.872	235.162	285.336	351.983	336.299	234.112	390.641	240.085	383.385	272.607	218.845	272.897	255.219	253.526	334.307	568.162	286.973	250.814	317.867	214.596	237.842	233.028	231.864
2040180000	51.26	252.863	186.918	161.733	335.871	181.792	175.747	281.863	190.231	356.591	313.060	237.074	211.731	375.624	361.256	220.914	370.767	423.397	372.256	241.803	285.241	351.316	341.000	248.184	392.718	247.188	386.171	268.410	214.010	271.216	251.114	251.061	335.485	568.248	287.902	257.690	322.177	216.404	243.558	233.284	236.691
2070020000	51.49	240.432	190.082	161.983	335.448	175.312	173.367	279.778	196.090	367.626	326.615	233.741	201.226	369.624	363.060	226.267	391.544	419.784	369.479	243.838	283.026	344.778	340.060	244.480	402.043	239.632	383.402	266.769	209.126	279.664	265.421	256.632	335.139	568.009	282.750	265.460	330.796	220.826	242.937	230.220	239.955
2070060000	51.49	246.274	187.388	161.400	334.457	190.833	180.570	284.786	198.603	368.513	316.573	233.537	207.495	361.479	361.009	220.836	385.524	427.905	360.103	246.795	278.405	346.419	340.838	239.388	404.282	240.179	390.248	259.410	215.641	276.914	255.921	252.623	340.347	568.744	291.625	265.150	325.283	217.963	239.253	225.239	232.600
2070100000	51.49	236.937	182.341	164.367	335.655	186.750	175.810	283.991	204.500	364.548	319.359	227.343	207.849	373.222	365.564	224.414	389.612	422.664	370.684	234.684	287.578	350.248	337.761	242.276	401.650	243.675	387.692	269.188	206.039	277.603	257.482	249.605	334.861	572.564	290.607	256.363	323.000	219.165	235.421	229.523	235.645
2070140000	51.49	243.979	178.376	171.283	340.948	184.042	177.291	281.265	198.974	367.843	321.051	236.769	206.989	367.632	363.222	218.802	382.573	425.457	377.692	244.667	281.500	354.051	342.991	240.673	402.795	249.034	395.256	268.026	208.961	284.060	263.737	251.588	337.109	578.231	283.250	269.221	326.115	220.706	237.474	227.211	237.009
2070180000	51.49	252.421	193.576	155.700	339.509	190.792	182.468	276.564	200.282	365.270	319.513	233.528	214.849	377.231	364.410	221.569	382.087	420.879	379.043	237.949	273.793	355.949	336.821	242.918	404.231	248.179	386.068	271.744	214.301	281.543	262.026	247.798	338.277	582.581	291.375	256.717	326.832	223.908	241.105	225.514	236.282
2100020000	51.73	244.305	182.082	171.283	350.353	184.250	183.899	288.265	215.667	373.852	327.060	236.713	216.312	369.496	372.769	219.164	392.971	422.345	376.564	251.786	285.836	346.846	341.769	248.235	419.547	257.932	407.735	259.419	213.340	275.052	256.833	250.360	342.970	574.650	285.777	273.841	332.805	223.248	239.042	230.899	236.182
2100060000	51.73	244.884	183.682	168.083	343.931	193.667	185.139	283.359	207.603	366.991	320.009	230.287	212.430	375.026	367.427	224.750	389.184	419.250	367.273	246.607	280.328	351.504	344.299	243.439	420.085	252.214	400.410	265.940	219.097	275.466	252.930	251.412	338.030	572.863	288.857	272.982	326.549	222.771	242.884	225.110	226.827
2100100000	51.73	241.621	183.529	169.300	346.767	186.000	192.924	280.359	211.321	371.270	320.598	237.519	208.753	375.727	365.615	219.276	392.272	416.871	374.427	240.786	281.543	355.752	346.085	244.643	418.342	252.838	399.778	267.624	214.796	282.060	262.895	252.974	336.069	576.727	281.750	266.425	323.805	221.817	239.021	223.578	236.982
2100140000	51.73	248.221	180.576	166.917	341.207	182.021	175.063	283.197	207.077	375.287	329.034	236.713	216.849	378.744	367.068	223.681	393.660	436.879	379.744	243.068	284.276	347.120	345.009	253.398	421.299	253.786	404.615	265.444	208.447	279.422	261.386	242.895	345.426	570.615	294.232	269.124	329.690	222.716	243.168	230.459	236.482
2100180000	51.73	254.337	187.859	163.367	347.879	184.771	180.633	283.462	215.654	368.235	319.949	236.759	212.290	373.009	356.803	227.612	391.854	435.172	380.504	245.085	285.026	356.009	351.547	247.735	426.821	253.120	398.402	267.385	213.204	274.034	259.184	245.272	339.980	586.709	287.723	272.000	337.487	221.239	238.137	229.486	237.873
2130020000	51.97	244.389	190.129	162.317	344.431	185.479	181.076	291.530	207.487	383.252	326.444	232.741	211.602	370.376	372.470	219.621	402.524	424.905	372.034	244.487	278.466	359.137	351.017	255.541	442.239	250.154	420.145	261.282	209.913	288.086	258.167	248.825	338.505	576.171	295.741	279.558	329.186	221.486	242.442	226.193	235.264
2130060000	51.97	243.000	176.235	164.033	360.284	189.583	188.304	279.479	213.679	386.174	332.547	232.028	203.914	366.957	366.564	221.388	396.282	436.233	376.128	247.983	281.629	352.786	354.291	257.265	438.026	263.932	418.342	268.162	210.971	285.009	260.272	244.412	343.465	575.607	288.902	274.796	330.071	224.716	240.147	221.596	237.327
2130100000	51.97	251.189	181.424	159.650	357.905	191.312	193.342	290.017	216.974	376.591	335.598	236.648	213.892	373.923	373.991	226.353	402.165	440.319	377.650	251.573	281.000	363.214	351.932	255.612	442.932	257.419	416.145	269.462	219.155	281.147	256.702	255.667	335.941	571.966	293.045	275.637	331.265	219.404	231.105	231.092	243.409
2130140000	51.98	248.558	179.824	172.567	353.138	185.750	183.506	283.624	219.487	383.704	331.573	236.870	212.301	376.949	373.299	223.526	397.252	429.379	378.393	242.829	288.095	363.273	346.778	249.051	432.658	257.880	418.299	269.752	205.340	282.500	260.035	248.500	343.109	580.462	295.214	279.487	331.522	220.064	244.232	231.009	230.409
2130180000	51.98	248.537	174.635	161.533	358.500	188.938	182.367	283.436	212.244	382.565	338.325	242.250	214.344	382.718	365.205	217.181	399.291	437.267	383.923	243.632	281.103	360.496	348.812	244.224	438.239	258.829	425.949	275.872	203.951	285.112	257.754	251.702	343.911	579.829	295.241	280.248	331.150	214.055	245.105	234.688	230.936
2160020000	52.21	251.800	182.612	166.800	369.905	194.562	193.329	300.137	210.321	389.574	350.427	234.287	217.796	377.077	373.462	222.284	401.864	436.940	383.385	242.479	287.733	370.513	356.795	251.827	463.308	257.650	435.650	270.017	216.320	285.517	262.044	253.632	343.545	589.197	289.955	287.752	335.832	222.560	248.579	234.119	241.100
2160060000	52.21	243.484	180.353	173.283	367.431	196.396	189.468	286.701	217.410	389.609	335.974	230.074	211.140	379.419	364.453	222.500	397.068	439.862	379.427	241.624	276.819	364.256	365.650	243.408	450.795	262.991	441.197	271.906	213.155	282.862	261.921	257.211	348.406	576.803	290.589	284.982	336.673	215.339	242.916	227.945	235.945
2160100000	52.21	251.526	185.400	166.817	364.491	195.271	190.924	290.410	223.103	383.496	344.427	237.481	214.677	379.265	373.085	224.362	400.612	437.966	387.846	238.547	281.707	365.812	365.350	242.551	451.615	262.402	446.547	276.077	217.650	287.310	266.088	253.772	338.129	587.017	293.804	292.558	338.885	225.862	252.779	234.440	233.955
2160140000	52.21	249.726	178.647	169.150	359.888	188.479	184.506	294.145	226.026	386.322	342.667	236.944	216.839	382.162	364.949	223.690	405.087	430.267	382.872	243.957	289.043	366.897	368.060	241.765	453.573	270.573	435.974	269.026	211.233	283.474	261.404	257.158	347.970	590.385	297.518	279.115	339.558	225.294	245.495	237.101	236.818
2160180000	52.21	246.347	189.565	174.867	365.405	194.104	187.392	291.359	211.897	388.713	345.974	232.519	208.011	391.761	369.607	223.534	406.350	442.336	382.701	249.949	284.129	367.624	370.060	249.816	459.410	265.692	441.590	274.692	211.767	283.672	267.298	264.535	349.762	593.145	296.205	282.496	341.142	226.862	250.768	230.789	235.764
2190020000	52.44	252.053	182.200	166.933	382.017	202.896	189.405	296.231	230.026	403.504	352.077	238.361	212.968	387.308	378.256	219.914	411.505	447.397	388.547	245.940	282.828	374.932	373.692	254.163	464.761	271.444	454.154	271.718	212.272	290.414	265.395	257.781	355.772	587.991	296.920	298.301	350.000	222.872	248.926	230.725	238.064
2190060000	52.44	253.811	183.753	170.217	375.491	205.583	193.139	300.410	231.449	393.313	349.547	236.991	214.441	380.692	375.991	222.060	406.660	446.319	387.889	250.376	278.664	366.453	370.761	258.612	466.538	275.889	459.615	269.889	210.689	295.888	254.412	252.956	360.010	592.017	300.259	284.867	341.531	219.991	244.147	229.422	230.427
2190100000	52.44	254.042	189.259	167.250	376.534	198.833	196.949	302.641	225.692	397.470	354.359	231.204	213.710	380.325	381.282	217.078	409.922	443.707	389.709	243.521	280.819	373.496	367.436	249.612	468.786	267.786	454.427	273.085	210.942	292.698	263.535	253.807	359.040	591.932	297.250	297.681	345.513	226.908	251.958	229.174	231.391
2190140000	52.44	252.495	188.776	169.767	380.466	193.000	198.785	299.145	228.885	399.774	352.188	235.676	209.624	389.265	379.778	226.172	409.194	448.259	387.342	248.615	285.750	369.718	374.316	249.582	462.462	264.487	451.769	274.675	214.913	292.914	264.254	258.184	349.792	590.145	305.089	295.274	348.726	222.385	260.495	237.550	240.118
2190180000	52.44	248.158	183.624	167.483	381.655	191.875	198.658	300.547	217.564	390.626	352.436	232.324	222.979	397.103	375.598	230.474	413.379	443.672	391.009	250.350	282.241	381.282	373.974	252.867	466.752	274.103	456.111	276.718	217.718	295.043	262.219	258.404	359.149	597.769	299.893	296.345	342.850	219.138	253.642	231.138	238.709
2220020000	52.68	253.147	186.282	169.133	388.121	203.083	201.481	307.692	224.833	403.748	364.342	240.102	213.742	378.727	386.359	227.750	423.660	453.716	379.376	248.795	284.060	383.179	383.410	255.010	472.060	282.615	466.419	276.564	211.621	297.733	263.307	254.807	356.267	593.932	309.848	304.168	346.991	229.514	243.411	227.651	235.818
2220060000	52.68	249.926	184.765	169.450	384.707	204.521	198.215	304.222	227.564	403.591	366.342	242.556	220.194	383.470	382.786	218.767	412.272	448.224	396.932	244.624	283.362	384.530	378.795	262.694	475.308	278.197	477.402	272.171	213.641	295.043	266.912	260.412	360.703	597.897	302.955	304.106	349.407	221.743	250.947	226.798	233.973
2220100000	52.68	250.579	185.647	170.133	392.957	202.062	202.671	305.863	226.718	408.148	361.966	237.509	221.946	386.761	377.598	220.216	411.816	451.422	392.897	250.991	286.069	382.829	382.350	253.071	475.308	283.385	476.308	277.385	213.146	295.578	268.000	266.228	363.782	598.504	304.268	304.283	351.911	224.294	256.863	225.358	233.464
