Temp,AXA.4.2,AXA.4.1,AA.3.1,AA.5.2,AA.5.1,AA.7.1,AA.7.3,AA.7.2,AA.1.1,AA.5.3,AA.1.2,AXA.2.1,AA.1.3,AA.4.1,AXA.5.1,AXA.2.3,AA.2.1,AA.4.2,AA.3.3,AA.6.1,AXA.3.1,AA.3.2,AXA.4.3,AXA.1.1,AA.2.2,AXA.1.2,AXA.3.2,AXA.5.2,AA.6.3,AA.4.3,AA.2.3,AXA.1.3,AXA.3.3,AXA.5.3,AXA.6.1,AXA.6.2,AXA.6.3,AXA.7.1,AXA.7.2,AXA.7.3,Av.6.1,Av.4.2,Av.1.2,Av.6.3,Av.3.1,Av.2.1,Av.4.1,Av.6.2,Av.7.2,Av.4.3,Av.5.1,Ad.2.1,Av.1.1,Ad.7.1,Ad.3.2,Av.1.3,Ad.7.3,Ad.1.1,Av.7.1,Ad.3.1,Ad.7.2,Av.7.3,Ad.3.3,Ad.5.1,Av.5.2,Av.3.2,Av.2.2,Ad.2.2,Ad.1.2,Ad.5.2,Ad.5.3,Ad.4.3,Ad.1.3,Ad.4.2,Ad.2.3,Ad.4.1,Av.2.3,Ad.6.3,Av.3.3,Ad.6.2,Av.5.3,Ad.6.1,Aas.2.2,Aas.4.1,Am.2.1,Am.4.2,Aas.2.1,Am.1.1,Aas.4.2,Am.1.2,Am.4.1,Am.1.3,Am.2.2,Am.6.1,Am.6.3,Am.5.1,Aas.3.1,Aas.2.3,Aas.4.3,Aas.1.1,Am.4.3,Am.3.1,Aas.5.1,Am.2.3,Am.7.1,Am.3.2,Am.5.2,Aas.1.2,Aas.3.2,Aas.5.2,Aas.5.3,AasZ.7.3,Aas.6.1,Am.3.3,Aas.6.2,Am.5.3,Aas.6.3,Aas.1.3,AasZ.7.1,Aas.3.3,AasZ.7.2,AasZ.8.1,AasZ.8.2,AasZ.8.3,Ap.3.2,Av.8.2,Av.10.1,Ap.1.2,Ap.3.1,Av.8.1,Apl.1.2,Av.10.2,Av.12.1,Av.8.3,Av.12.2,Ap.1.1,Ap.1.3,Av.11.1,As.1.1,Ap.3.3,Av.13.1,Av.9.2,Av.12.3,Av.9.1,Ap.4.1,Av.10.3,Apl.1.3,Ap.2.1,Av.11.2,Av.11.3,Av.9.3,As.2.1,As.2.2,Av.13.2,Ap.2.2,Ap.4.2,As.1.3,Ac.1.3,Ap.4.3,Ac.1.2,Av.13.3,Ades.1.2,Ap.2.3,Ac.1.1,Ades.1.3
36.99,179.811,168.2,158.117,267.414,166.021,162.354,270.034,171.141,222.313,259.991,209.278,198.871,311.342,313.026,210.698,193.981,349.586,261.393,313.692,243.25,268.197,289.556,192.204,275.504,348.829,301.769,282.59,199.437,264.388,234.439,228.368,199.109,434.658,224.661,221.752,218.23,218.761,193.042,197.055,196.491,134.92,183.41,136.947,203.763,276.923,298.94,201.698,169.026,236.35,273.41,213.256,286.855,145.413,153.606,185.846,153.083,179.027,237.479,174.063,152.959,178.759,224.379,224.342,173.151,227.821,249.299,158.676,195.017,253.214,172.455,225.795,168.308,228.359,164.316,295.239,148.336,226.638,150.651,214.957,144.638,172.548,176.853,164.911,98.077,162.615,184.027,124.077,157.164,123.312,112.656,185.381,125.942,147.369,137.927,175.256,191.157,218.761,157.667,150.652,192.932,175.955,234.991,217.65,169.738,224.316,265.47,181.775,151.028,211.051,155,146.938,150.726,116.486,198.293,141.436,205.35,164.374,173.767,234.462,175.776,166.974,133.728,172.722,111.038,198.089,202.735,177.204,225.88,147.706,185.838,135.815,223.376,148.927,213.948,185.465,169.63,262.419,139.484,155.895,166.175,152.025,220.966,216.791,235.353,224.741,246.051,150,237.769,195.486,179.952,215.079,153.624,174.75,191.407,325.778,304.957,226.804,114.857,199.183,193.246,145.867,147.808,289.034,156.726,145
36.99,176.6,162.918,156.817,271.103,169.333,158.025,274.094,172.423,222.713,260.521,203.657,202.398,310.615,309.615,209.793,194.165,350.871,263.521,313.41,240.172,279.556,284.376,189.765,279.573,349.658,305.479,289.205,194.398,261.914,235.711,221.43,206.723,438.487,223.839,226.885,219.389,220.578,191.474,196.697,189.318,134.851,185.436,136.84,197.474,284.538,302.034,201.026,169.947,245.863,274.872,208.077,287.171,152.75,154.183,187.684,155.349,186.191,236.556,175.018,150.214,175.83,223.362,214.615,171.981,240.256,247.718,158.189,201.496,259,172.75,222.658,165.43,224.385,158.702,286.974,145.841,224.216,144.962,205.051,138.495,175.413,174.367,163.04,97.519,164.083,183.221,125.264,167.345,127.57,110.859,188.142,111.667,148.739,139.073,180.556,188.748,219.333,153.917,149.933,194.966,171.883,236.846,218.88,165.607,227.017,257.94,185.829,146.832,213.077,154.585,152.161,154.783,114.957,201.328,142.636,202.983,164.636,171.405,226.538,166.827,169.552,136.696,175.722,110.404,201.513,210.195,176.184,225.727,151.871,187.198,140.846,218.453,149.427,211.259,188.719,169.52,252.427,131.661,153.237,174.639,156.762,232.179,222.391,238.31,221.871,257.368,152.568,236.598,193.153,184.695,216.632,155.538,174.971,191.336,334.026,297.333,228.42,113.327,202.287,193.632,149.48,150.359,285.265,151.631,140.717
36.99,177.421,166.165,158.833,276.879,163.25,156.987,268.786,167.821,227.652,249.863,209,197.667,309.821,310.692,211.655,196.039,354.836,268.359,318.017,245.578,275.761,294.615,186.745,274.812,351.393,302.53,287.444,195.301,262.388,236.956,219.886,213.624,444.504,219.75,229.46,222.681,217.752,188.179,199.633,198.218,142.724,186,138,197.728,281.368,304.94,205.69,172.684,244.598,274.607,210.957,291.795,146.7,154.163,191.427,148.89,175.682,232.906,175.333,148.163,182.036,239.405,215.59,172.434,243.248,252.803,161.054,195.897,265.744,171.598,225.949,168.589,234.436,171.263,292.179,144.953,223.629,142.915,207.154,141.495,175.779,182.128,163.495,93.154,163.587,187.558,123.11,166.282,127.011,107.75,187.133,117.971,155.288,146.292,183.65,192.426,221.034,161.194,157.652,194.103,173.964,239.325,218.094,162.355,221.402,260.897,184.144,143.673,212.838,160.349,150.839,150.689,114.543,199.845,140.282,207.342,162.355,176.353,230.957,176.857,171.767,136.891,176.783,117.462,198.911,208.053,175.272,222.291,152.129,192.495,143.246,221.496,144.329,215.974,191.377,167.96,266.444,137.565,161.934,170.443,152.225,223.923,218.026,238.612,227.034,246.128,156.457,255.154,195.18,180.438,216.088,154.194,171.837,188.487,331.538,295.162,227.223,119.694,207.322,193.175,147.547,150.91,283.043,149.929,138.033
36.99,179.937,164.318,157.683,275.621,163.583,161.468,269.273,178.705,228.696,256.957,209.731,205.28,308.641,317.701,210.216,200.621,351.828,265.727,312.803,242.733,286.376,297.803,183.612,276.709,345.026,303.034,288.615,194.388,263.284,239.465,222.254,197.03,447.034,227.027,232.46,217.584,213.688,191.653,191.615,195.973,135.897,191.538,145.862,192.193,279.248,300.556,201.319,171.447,246.607,268.658,211.829,283.897,144.337,155.933,188.47,157.339,181.782,245.359,177.279,149.643,181.027,233.888,224.701,180.887,238.94,244.538,162.09,197.846,264.205,175.429,228.761,178.542,237.427,165.86,294.462,147.86,223.026,140.708,206.769,148.714,184.087,180.605,159.257,95.788,154.138,183.027,122.088,155.718,130.484,106.562,195.549,111.029,153.514,140.094,175.906,188.896,220.385,158.343,156.045,200.803,177.216,242.291,226.291,167.607,226.521,257.308,184.468,147.196,216.385,157.255,153.062,148.547,110.1,200.448,144.391,207.111,164.822,179.638,227.94,169.806,170.448,137.315,177.757,109.038,193.77,205.248,181.417,221.154,149.706,194.072,142.277,224.897,147.354,212.379,180.263,173.64,257.752,135.887,163.776,178.577,151.613,223.641,214.53,239.724,223.397,244.333,153.481,240.581,199.207,186.219,220.737,156.72,177.99,189.965,335.179,291.615,231.866,108.878,198.826,194.535,155.693,145.679,279.077,147.06,131.917
37.26,186.179,168.118,147.233,268.552,158.062,158.899,268.094,176.949,242.252,255.581,209.139,200.634,307.667,313.214,211.612,196.33,352.56,258.564,312.154,242.078,276.282,291.692,186.949,274.974,346.889,314.795,286.65,193.961,260.009,238.605,219.167,206.119,436.786,226.42,224.186,213.938,219.312,201.179,196.193,199.064,136.977,192.923,138.755,191.833,278.778,303.051,201.793,174.289,242.795,271.897,209.974,285.179,146.962,154.481,191.547,154.138,185.4,243.265,168.577,148.51,184,223.147,213.308,176.009,238.667,244.47,155.523,195.214,256.966,178.518,219.462,168.103,230.829,166.281,298.214,149.944,235.147,140.17,210.427,141.79,171.962,174.147,162.049,90.346,156.138,184.221,124.099,161.3,129.828,110.672,183,116.594,148.342,140.802,189.068,189.904,216.145,163.065,146.483,199.197,169.775,241.889,217.632,160.626,217.547,260.547,177.423,146.131,213.641,155.208,153.08,148.321,123.486,204.526,143,200.179,153.897,178.655,230.462,172.714,164.138,136.217,173.67,108.462,193.752,201.248,173.388,233.222,144.412,184.396,146.046,219.333,148.146,207.121,184.211,171.8,260.316,135.806,155.553,167.072,159.425,224.154,230.478,241.422,223.164,242.103,148.914,241.855,190.523,180.829,211.482,152.591,173.788,194.558,326.53,302.342,227.625,127.837,205.635,199.939,153.947,151.949,287.923,147.738,143.317
37.26,178.611,169.906,150.417,277.629,152.583,154.57,268.761,169.987,227.678,261.949,205.25,198.333,308.47,317.504,209.078,194.495,347.75,272.256,314.701,248.741,268.59,292.735,184.929,270.607,342.094,304.504,277.863,206.728,257.241,231.342,225.693,196.198,441.615,231.107,236.885,224.212,217.761,190.179,189.202,195.173,134.816,185.376,147.947,195.816,273.632,301.598,205.405,167.781,241.222,275.778,211.949,286.419,142.087,154.817,183.632,155.651,186.955,242.308,169.342,143.184,186.08,229.595,215.154,181.142,236.239,243.983,163.946,198.188,259.231,173.616,223.325,174.701,232.607,169.474,299.402,143.626,234,146.877,214.47,150.267,174.365,178.395,162.198,91.519,167.826,183.743,125.099,165.764,123.849,112.406,187.106,118.246,156.117,144.167,181.179,198.452,214.222,159.88,156.82,193.299,180.883,239.641,217.684,160.467,226.803,259.803,181.811,153.598,210.316,162.217,153.223,150.651,120.257,199.983,139.436,205,156.944,177.629,243.855,166.551,170.069,133.489,177,110.923,196.646,204.903,178.495,225.171,149.388,183.441,138.492,218.889,143.732,212.491,176.219,178.71,261.812,150.597,160.592,170.361,154.038,222.547,216.783,241.103,227.121,247.171,158.21,246.197,199.982,177.257,213.974,156.323,170.596,187.814,326.299,300.256,227.5,117.082,200.922,184.211,154.4,146.615,288.333,147.25,140.017
37.26,178.832,169.047,155.183,272.517,162.396,160.316,268.188,182.615,228.974,264.077,208.102,205.688,307.846,312.889,213.69,192.825,352.224,272.043,321.419,248.155,275.453,296.47,194.133,279.615,352.154,306.291,288.385,193.553,255.784,236.018,220.412,210.238,442.872,229.839,229.274,224.496,214.422,191.074,194.018,196.964,132.149,187.368,147.968,197.816,280.932,307.479,203.164,171.325,247.188,274.821,212.658,289.752,150.175,156.048,189.137,153.22,181.609,237.342,177.802,143.724,183.179,226.103,212.427,174.519,247.496,241.735,158.991,200.564,257.59,175.214,223.538,169.28,234.727,170.254,302.145,148.327,230.491,144.896,207.009,144.619,177.529,176.734,163.396,98.365,169.395,183.903,123.418,165.573,124.505,114.281,188.239,120.13,156.054,143.271,182.427,187.991,219.991,155.324,159.596,195.718,173.694,241.641,222.513,158.533,232.137,261.496,181.486,151.738,217.419,163.887,153.991,153.547,117.529,204.862,144.973,199.692,160,172.017,228.573,173.031,166.914,138.424,173.313,118.615,193.558,201.85,179.893,224.923,147.047,193.072,140.938,221.077,145.829,215.052,181.912,171.52,258.821,133.065,157.132,171.887,152.688,225.632,217.539,244.741,222.241,246.256,156.185,244.043,187.982,177.248,213.237,153.935,164.394,190.991,330.12,308.624,229.009,120.776,205.174,191,150.813,146.397,289.47,149.845,148.967
37.26,176.705,166.741,151.783,275.224,167.833,165.051,269.863,175.987,234.713,266.821,210.13,209.226,316.214,318.256,206.69,199.146,354.5,268.462,315.812,248.103,276.744,303.359,184.847,281.915,346.974,306.368,284.41,192.845,257.853,237.123,230.921,214.218,447.12,222.679,231.885,222.15,217.927,196.358,199.688,195.127,140.69,184.47,145.926,198.702,285.419,302.752,204.379,166.43,244.915,273.821,211.786,292.068,152.125,160.702,185.299,155.275,188.755,242.265,176.027,150.755,182.393,226.922,217.419,175.057,235.513,245.889,159.27,200.795,260.53,177.152,223.094,170.729,229.137,173.93,286.761,145.981,230.267,149.132,205.932,145.048,174.096,173.083,165.564,99.442,165.55,182.345,124.868,162.891,124.796,107.797,182.522,116.203,160.27,143.927,187.88,192.461,223.06,161.824,151.966,192.641,181.64,240.214,220.855,160.467,233.128,259.692,185.189,155.047,223.299,162.528,151.848,153.67,116.886,195.707,143.936,208.957,165.86,182.147,239.009,173.143,165.664,142.489,174.452,111.077,198.23,207.035,173.456,226.821,138.647,191.55,149.862,222.752,145.939,212.009,183.132,170.75,265.624,135.452,158.474,172.67,148.95,224.162,218.009,235.25,221.94,244.829,157,245.068,202.748,175.667,216.632,152.215,163.587,192.451,333.675,293.667,229.098,126.551,204.061,195.009,148.627,153.026,285.487,147.905,138.35
37.26,182.053,165.212,154.15,273.612,161.104,151.215,266.838,165.872,236.13,262.393,212.87,197.742,312.504,313.692,213.578,197.301,358.276,265.342,314.598,238.121,281.316,298.436,190.735,279.496,342.513,307.051,288.949,196.951,260.5,234.447,229.518,208.079,437.239,230.179,224.655,223.442,217.798,201.242,198.642,195.918,140.851,189.239,147.351,198.044,285.932,308.162,210.431,164.658,243.308,277.855,214.162,285.94,151.488,153.038,185.709,148.569,186.364,240.231,178.964,148.388,181.545,231.448,211.812,172.179,240.624,253.573,160.216,195.821,263.222,177.929,221.239,169.215,227.897,166.202,290.607,140.72,230.759,146.132,207.855,142.438,177.365,171.872,164.931,91.096,162.422,182.142,128.066,156.118,128.398,109.141,190.982,112.522,150.532,142.115,175.752,190.748,223.077,162.426,155.236,193.735,178.441,238.94,224.103,166.43,228.547,265.316,184.757,149.654,221.778,155.16,154.759,155.594,112.986,203.621,138.036,208.709,160.972,174.931,224.017,177.388,174.879,136.772,171.504,108.212,192.894,198.611,176.67,225.966,149.259,194.351,140.862,216.248,147.293,221.207,188.009,172.38,265.607,136.871,161.632,172.175,160.363,223.299,222.843,241.974,224.328,244.137,153.975,244.034,195.766,180.943,221.149,154.194,172.212,189.735,328.923,300.658,232.777,124.694,205.504,192.605,152.587,147.5,288.308,158.607,134.917
37.52,177.116,171.212,156.983,279.103,165.625,155.987,269.547,172.244,233.922,266.171,211.481,205.935,308.487,319.487,214.19,195.767,356.302,273.547,318.598,240.612,269.453,295.607,197.531,277.214,346.06,310.026,288.026,191.282,261.328,239.386,227.412,200.525,449.359,221.83,222.062,223.31,217.193,197.579,203,197.664,139.161,193.436,147.489,200.342,288.47,300.12,209.491,165.781,248.769,271.974,213.137,292.273,148.538,153.923,172.615,157.716,177.309,244.615,178.387,156.531,180.5,226.026,218.872,180.906,236.735,248.462,160.369,202.966,263.197,180.616,225.632,170.963,233.35,165.5,298.043,150.121,232.009,150.123,205.103,141.838,180.298,183.156,169.485,93,158.523,179.274,124.495,163.673,127.667,108.266,190.097,122.275,146.874,141.552,175.444,195.217,222.308,161.287,153.73,192.017,176.568,234.821,217.222,158.505,230.06,256.222,181.892,152.598,217.991,157.849,155.018,159.896,118.729,201.06,139.073,198.761,163.607,173.716,229.325,173.418,170.534,135.348,178.33,111.654,197.823,202.929,174.175,233.009,156.106,186.045,143.923,220.641,147.561,219.31,186.553,172.81,265.889,137.613,163.632,173.979,157.325,225.889,217.191,248.405,229.284,251.846,162.84,247.308,195.18,183.038,214.333,157.505,174.923,187.726,328.915,310.385,226.67,121.265,206.183,198.184,151.267,148.346,295.803,151.821,140.95
37.52,183.316,164.965,157.7,275.371,166.438,157.899,274.897,170.641,227.243,262.735,213.398,202.925,316.034,312.256,208.75,196.165,356.474,273.786,309.248,244.931,272.291,297.026,186.367,286.419,347.675,303.615,283.197,194.476,259.267,242.36,221.614,202.881,439.932,226.875,232.062,221.885,218.431,195.368,191.183,197.2,141.793,193.564,146.447,195.079,283.359,306.342,203.845,169.114,246.222,273.94,206.709,288.256,148.325,157.683,179.462,147.716,188.945,246.581,172,151.459,178.134,228.836,220.273,181.868,233.863,246.214,158.946,190.923,262.188,178.17,225.231,173.421,231.829,168.079,291.624,150.748,236.517,147.774,216.222,148.743,174.538,179.165,164.277,93.404,162.239,187.177,120.989,160.645,126.71,110.062,182,115.13,143.874,134.604,177.197,197.357,211.427,164.389,149.573,193.88,172.108,241.906,222.188,154.121,229.214,254.231,187.099,147.252,219.462,161.16,155.125,158.698,120.114,200.836,138.736,200.821,156.757,183.405,232.684,170.061,164.31,136.304,174.513,108.962,194.15,203.566,178.65,226.581,147.718,185.117,139.723,213.632,133.085,210.56,189.035,174.94,257.915,132.968,155.553,173.041,150.562,222.581,217.13,240.431,223.784,240.068,154.58,243.573,193.333,181.838,210.404,156.355,175.885,191.478,333.641,294.197,226.205,122.102,205.852,193.675,144.453,138.09,285.368,155.75,138.883
37.52,180.221,166.6,152.85,271.586,158.771,151.759,271.504,175.641,233.696,264,211.481,197.441,309.453,304.684,211.569,191.447,350.836,273.675,311.316,248.509,269.034,300.855,188.888,278.564,348.47,312.291,287.222,189.369,260.086,227.474,228.421,204.069,438.556,226.589,230.655,218.389,215.248,192.2,200.917,195.182,139.931,190.273,150.766,198.991,280.239,307.769,205.052,168.561,247.068,275.547,214.897,284.248,158.462,155.029,165.171,156.211,185.245,235.385,179.694,153.908,184.161,227.871,213.068,180.67,239.316,249.94,156.766,198.795,257.479,178.17,225.291,165.383,233.547,170.123,294.085,143.486,230.759,148.774,208.991,145.971,178.587,186.239,165.921,93.712,165.367,181.929,116,160.345,133.215,112.844,190.531,119.058,155.495,148.135,179.547,189.261,223.103,160.37,153.843,190.718,182.243,242.65,218.991,164.664,230.615,258.838,182.279,149.879,218.983,157.292,160.205,153.679,120.929,200.664,139.191,201.453,161.794,173.836,234.376,171.643,173.19,138.185,168.07,111.096,196.301,207.018,179.777,230.085,151.624,189.117,148,216.735,144.951,213.241,180.991,176.13,268.769,135.855,156.5,179.701,156.587,225.103,217.652,233.56,225.026,243.026,153,237.889,193.261,180.562,214.123,151.86,165.99,185.673,330.821,300.504,227.768,126.837,201.826,192.439,151.36,147.872,290.538,148.321,132.167
37.53,178.284,169.741,155.283,274.759,155.104,166.861,270.897,176.962,228.835,261.325,207.167,198.441,315.615,316.265,215.526,195.816,355.207,271.573,319.385,246.621,277.393,290.778,190.214,275.957,353.556,310.034,293.598,196.718,263.164,234.746,230.947,206.772,446.171,229.741,235.504,222.31,214.725,203.2,193.963,195.173,138.184,192.556,143.617,203.947,278.214,303.581,202.319,175.93,244.632,279.282,210.128,285.479,153.613,159.567,170.453,150.881,184.482,246,174.243,153.245,183.723,230.034,218,180.915,244.923,241.47,160.396,204.607,259.231,176.232,228.846,169.692,234.094,166.947,297.333,147.336,239.526,148.858,203.282,151.048,174.577,182.752,171.455,100.231,165.422,183.982,123.813,164.009,131.215,114.984,185.796,113.072,152.306,138.417,176.829,199.922,217.632,158.731,154.933,196.598,179.378,239.974,222.769,162.561,230.359,262.094,182.838,146.589,221.034,160.255,153.562,151.104,126.014,204.733,139.282,207.538,155.729,175.293,226.154,167.735,165.147,136.5,174.27,107.019,197.354,204.779,179.757,220.709,147.306,189.595,141.077,221.504,144.451,220.483,181.816,173.11,271.239,138.597,161.395,170.742,160.575,229.316,229.365,235.121,221.233,249.658,155.926,247.316,198.009,182.886,217.193,162.731,182,196.911,332.094,305.487,230.116,121.061,210.539,197.825,150.227,151.244,291.359,157.274,138.867
37.53,172.916,168.929,156.8,278.086,155.583,160.646,265.607,182.987,235.096,267.171,209.093,207.796,316.692,313.265,211.534,196.932,354.422,271.727,310.786,244.569,275.41,300.393,181.112,281.718,356.043,306.103,290.265,194.718,256.388,233.035,228.947,213.287,446.94,234.991,230.885,223.407,214.734,199.189,187.358,195.873,152.023,187.35,140.564,198.667,282.479,307.846,205.81,174.711,248.197,273.701,214.752,280.256,140.988,153.779,174.128,154.642,183.591,242.718,176.685,154.276,177.232,228.603,223.983,178.085,238.59,249.179,163.766,201.231,269.65,183.714,224.915,174.514,234.692,165.219,297.667,144.28,228.379,146.189,211.966,147.714,174.279,182.294,167.99,96.731,161.807,180.814,124.308,160.645,131.151,110.234,191.611,122.565,144.279,142.76,176.12,192.6,220.026,169.213,158.584,194.94,176.577,241.889,225.256,165.019,230.607,263.632,188.162,151.636,217.444,169.792,159.214,155.557,113.914,203.086,145.491,214.111,164.598,175.164,232.675,172.867,171.31,142.837,171.861,109.942,194.336,216.097,174.126,221.077,154.035,189.892,137.062,217.513,143.732,212.776,180.281,172.62,255.205,133.097,158.987,172.443,161.05,231.812,212.904,240.672,225.767,240.803,150.148,243.496,192.396,176.181,219.228,151.892,175.24,187.504,325.872,306.581,233.179,118.306,205.843,193.991,148.147,151.462,285.727,154.976,145.683
37.79,186.011,163.871,149.317,277.216,165.812,164.316,275.547,176.628,237.878,263.65,209.37,207.258,310.966,312.12,208.741,192.476,341.819,279.453,314.812,245.017,270.701,296.957,195.684,279.701,353.983,306.419,291.94,203.019,264.871,228.649,224.86,205.366,439.402,228.732,223.327,228.372,218.211,200.895,195.972,196.909,136.287,187.872,146.191,202.544,280.248,304.359,205.31,170.693,251.632,272.795,208.453,292.06,148.238,153.702,160.932,155.972,184.673,240.778,182.216,155.898,183.214,226.534,219.402,179.34,245.538,252.282,163.784,203.188,260.453,176.821,225.581,170.439,237.667,165.509,294.291,148.953,226.517,142.594,209.915,145.276,178.76,185.679,167.931,90.154,164.523,181.991,123.912,159.018,127.763,112.641,193.867,115.406,148.748,136.5,179.957,198.052,216.658,159.722,152.236,189.427,177.928,235.103,222.214,161.879,229,258.769,182.73,148.729,222.009,157.142,150.839,149.142,115.786,198.897,137.318,197.761,164.85,176.302,240.957,176.724,163.017,137.13,169.87,109.731,193.867,200.991,180.748,227.214,151.565,186.955,150.415,222.863,142.402,212.017,187.202,173.05,266.59,138.581,160.526,164.361,160.15,225.983,221.191,244.897,227.491,245.718,159.901,241.855,193.649,178.848,219.675,152.656,173.394,189.416,329.077,304.88,229.509,126.082,212.243,194.018,145.387,151.718,287.65,157.44,137.2
37.79,176.2,161.765,161.683,265.336,164.042,163.633,266.248,175.064,228.957,256.932,215.157,199.968,311.966,310.487,208.603,190.835,352.284,265.692,320.684,243.828,267.068,290.564,186.704,268.402,355.991,312.718,285.419,201.583,265.612,223.816,226.623,203.406,436.957,221.589,225.664,220.832,217.431,197.621,197.661,199.073,135.115,191.462,146.17,195.982,289.803,304.145,206.483,163.035,239.265,273.761,212.949,286.051,143.875,157.096,162.701,150.101,177.764,245.214,173.874,156.459,181.643,223.569,225.385,178.991,239.068,251.453,158.982,198.701,258.316,178.455,226.727,167.757,233.419,168.412,299.034,143.654,231.155,149.104,213.197,150.743,172.846,176.716,169.04,85.827,163.725,183.062,124.297,164.818,124.097,113.641,191.425,111.681,148.27,144.552,178.821,184.739,219.137,166.185,144.011,193.624,180.468,231.282,221.88,160.411,223.846,262.444,184.613,148.402,223.547,160.104,156.107,155.528,121.2,200.922,142.782,208.248,152.458,178.655,228.145,173.827,155.026,135.413,172.096,111.212,189.097,204.911,176.893,232.744,150.612,182.162,139.169,216.171,140.171,211.302,184.026,173.93,271.273,138.516,155.171,174.062,161.45,216.846,218.417,246.578,222.845,248.735,158.716,238.402,190.117,181.457,218.605,153.71,174.135,196.221,322.94,293.778,227.688,122.673,202.296,195.193,156.827,158.179,286.538,152.179,142.183
37.79,184.232,174.718,150.583,270.888,157.812,157.937,271.573,172.269,228.826,262.872,210.111,198.28,320.282,308.701,212,198.087,354.302,270.573,324.487,248.543,274.573,296.444,193.296,285.564,346.991,310.932,295.479,195.223,255.784,227.412,221.009,204.673,448.162,228.652,226.965,224.398,209.798,195.4,201.431,195.618,139.276,188.197,146.691,197.053,281.564,305.778,203.552,169.553,247.752,274.427,213.624,286.179,148.725,152.471,163.222,152.33,177.991,241.256,179.703,159.847,182.616,226.198,218.487,181.047,235.667,249.829,162.198,201.564,261.727,175.393,227.521,164.972,233.359,166.237,290.59,146.804,225.698,145.019,207.556,141.524,177,173.651,164.683,96.231,165.78,184.142,118.22,160.964,130.29,109.594,187.363,122.971,144.477,141.594,173.547,192.8,216.983,161.463,150.618,190.906,180.198,237.538,223.778,156.822,228.581,261.487,186.991,149.682,215.949,161.406,158.393,153.651,115.757,203.784,134.455,204.034,162.112,176.491,232.983,173.316,166.897,131.761,171.748,109.308,195.363,202.761,172.136,229.368,146.976,183.649,137.431,215.769,147.902,213.569,182.772,175.91,267.402,135.468,152.711,174.814,152.75,221.863,222.209,240.793,221.845,244.821,153.062,241.026,190.198,178.933,215.316,156.269,175.115,190.186,326.393,307.59,229.643,115.98,209.8,189.658,156.333,151.244,289.957,147.571,138.467
37.79,179.421,172.824,158.667,277.112,165.875,165.633,269.632,174.628,236.104,258.368,206.38,204.011,313.863,311.573,213.284,190.602,363.655,268.915,320.718,247.905,275.974,292.923,187.153,281.812,352.179,312.564,295.12,200.505,253.397,236.579,222.333,209.624,445.308,221.955,231.982,229,216.11,197.6,201.89,199.3,142.862,195.786,148.34,204.553,290.103,308.667,209.621,167.228,245.487,268.632,207.026,284.581,155.038,152.394,163.957,160.174,187.055,241.248,178.829,150.969,182.688,228.836,224.231,181.472,237.744,253.342,164.874,200.889,265.701,180.116,222.436,175.439,232.761,169.096,293.667,146.112,233.414,143.236,214.256,145.486,179.365,187.229,166.614,84.558,167.743,181.451,129.714,162.218,129.258,114.266,192.31,112.71,148.586,145.542,178.085,193.226,224,163.213,155.708,193.974,179.081,241.453,224.026,169.206,233.453,263.932,185.027,146.561,211.957,158.792,158.866,155.953,122.786,204.94,136.573,210.906,155.963,177.405,227.521,174.367,168.112,140.5,176.957,104.885,197.903,201.159,176.175,225.761,153.082,188.351,140.246,220.12,148.951,213.302,185.342,177.44,265.376,135.774,160.171,171.918,156.4,221.239,218.122,240.569,229.733,254.863,153.951,243.188,193.739,186.333,218.474,156.269,174.192,190.327,332.957,298.991,226.509,124.51,208.522,202.377,148.427,146.231,283.248,154.071,142.083
37.79,184.211,167.247,158.417,273.302,160.688,155.962,267.632,172.962,229.113,261.291,210.926,200.226,314.906,313.145,208.94,198.515,358.914,269.838,317.658,249.103,271.838,294.838,188.571,282.991,355.316,305.778,292.744,197.534,266.741,235.289,229.64,204.733,447.487,227.446,226.469,218.973,227.725,199.337,198.945,189.236,139.54,189.974,151.096,198.518,285.821,312.957,207.138,173.018,246.607,274.556,213.205,290.47,152.925,150.337,160.273,155.56,186.382,240.12,174.613,151.622,179.875,224.75,219.077,179.538,241.727,248.171,164.631,202.248,263.026,179.518,222.333,172.206,232.359,174.026,299.308,151.729,228.19,146.934,211.026,142.095,185.423,182.018,169.683,93.788,165.385,186.292,127.978,162.8,126.935,109.406,193.549,113.797,145.901,142.573,182.077,197.191,218.915,161.5,155.067,197.393,176.505,236.496,215.838,162.794,230.795,268.88,185.928,147.822,218.974,163.67,150.946,160.698,123.557,207.897,141.545,202.316,166.364,178.543,238.778,171.153,165.767,133.609,177.435,108.327,198.062,214.522,176.99,229.573,141.071,194.568,138.754,221.197,138.012,219.224,189.491,169.87,272.137,137.306,153.026,172.144,156.837,225.812,214.6,244.664,228.612,243.966,152.827,241.538,189.063,181.714,219.175,155.129,174.798,189.708,330.88,302.009,226.339,119.449,211.8,187.781,150.667,148.205,287.376,154.25,128.583
