Temp,AXA.4.2,AXA.4.1,AA.3.1,AA.5.2,AA.5.1,AA.7.1,AA.7.3,AA.7.2,AA.1.1,AA.5.3,AA.1.2,AXA.2.1,AA.1.3,AA.4.1,AXA.5.1,AXA.2.3,AA.2.1,AA.4.2,AA.3.3,AA.6.1,AXA.3.1,AA.3.2,AXA.4.3,AXA.1.1,AA.2.2,AXA.1.2,AXA.3.2,AXA.5.2,AA.6.3,AA.4.3,AA.2.3,AXA.1.3,AXA.3.3,AXA.5.3,AXA.6.1,AXA.6.2,AXA.6.3,AXA.7.1,AXA.7.2,AXA.7.3,Av.6.1,Av.4.2,Av.1.2,Av.6.3,Av.3.1,Av.2.1,Av.4.1,Av.6.2,Av.7.2,Av.4.3,Av.5.1,Ad.2.1,Av.1.1,Ad.7.1,Ad.3.2,Av.1.3,Ad.7.3,Ad.1.1,Av.7.1,Ad.3.1,Ad.7.2,Av.7.3,Ad.3.3,Ad.5.1,Av.5.2,Av.3.2,Av.2.2,Ad.2.2,Ad.1.2,Ad.5.2,Ad.5.3,Ad.4.3,Ad.1.3,Ad.4.2,Ad.2.3,Ad.4.1,Av.2.3,Ad.6.3,Av.3.3,Ad.6.2,Av.5.3,Ad.6.1,Aas.2.2,Aas.4.1,Am.2.1,Am.4.2,Aas.2.1,Am.1.1,Aas.4.2,Am.1.2,Am.4.1,Am.1.3,Am.2.2,Am.6.1,Am.6.3,Am.5.1,Aas.3.1,Aas.2.3,Aas.4.3,Aas.1.1,Am.4.3,Am.3.1,Aas.5.1,Am.2.3,Am.7.1,Am.3.2,Am.5.2,Aas.1.2,Aas.3.2,Aas.5.2,Aas.5.3,AasZ.7.3,Aas.6.1,Am.3.3,Aas.6.2,Am.5.3,Aas.6.3,Aas.1.3,AasZ.7.1,Aas.3.3,AasZ.7.2,AasZ.8.1,AasZ.8.2,AasZ.8.3,Ap.3.2,Av.8.2,Av.10.1,Ap.1.2,Ap.3.1,Av.8.1,Apl.1.2,Av.10.2,Av.12.1,Av.8.3,Av.12.2,Ap.1.1,Ap.1.3,Av.11.1,As.1.1,Ap.3.3,Av.13.1,Av.9.2,Av.12.3,Av.9.1,Ap.4.1,Av.10.3,Apl.1.3,Ap.2.1,Av.11.2,Av.11.3,Av.9.3,As.2.1,As.2.2,Av.13.2,Ap.2.2,Ap.4.2,As.1.3,Ac.1.3,Ap.4.3,Ac.1.2,Av.13.3,Ades.1.2,Ap.2.3,Ac.1.1,Ades.1.3
51.26,243.474,185.588,163.567,327.621,178.5,168.506,284.487,198.897,364.67,315.222,231.296,207.161,373.761,362.709,222.612,377.981,415.784,368.778,241.333,280.991,352.299,328.017,235.49,384.872,240.444,382.795,266.41,207.718,274.078,264.518,249.263,338.089,570.547,290.009,253.336,324.894,218.917,231.168,229.752,230.918,142.115,192.556,194.096,205.605,336.128,328.632,254.957,180.105,219.376,300.051,220.684,330.137,186.812,151.981,129,235.44,216.845,320.325,193.532,155.01,111.58,248.284,244.556,200.5,135.427,308.991,229.378,310.821,289.675,239.732,254.41,205.822,222.624,213.579,288.564,122.561,255.888,179.991,248.598,214.2,214.317,180.046,221.03,78.558,189.505,221.708,146.703,151.564,151.333,157.078,222.903,127.261,164.36,143.906,209.239,244.07,207.111,177.019,181.348,245.325,232.973,257.598,42.957,201.673,259.188,274.017,246.279,214.71,323.342,194.321,207.759,161.34,101.114,47.828,150.109,270.402,190.748,232.19,249.479,172.245,163.362,147.043,192.887,106.981,197.142,171.487,151.058,237.957,167,170.18,137.554,200.761,134.659,204.328,28.904,150.87,254.436,113.887,207.197,192.938,221.738,219.402,245.487,279.905,227.586,250.009,189.346,224.692,215.297,191.39,210.5,183.161,180.644,215.761,277.581,296.966,220.875,150.571,203.409,181.982,177.6,159.91,300.017,192.155,154.083
51.26,244.905,177.188,163.5,330.836,184.25,160.873,281.026,197.282,360,310.316,237.417,209.774,362.496,362,222.241,375.35,421.629,366.872,235.162,285.336,351.983,336.299,234.112,390.641,240.085,383.385,272.607,218.845,272.897,255.219,253.526,334.307,568.162,286.973,250.814,317.867,214.596,237.842,233.028,231.864,151.115,194.974,191.436,210.658,341.393,339.897,251.647,188.009,222.718,302.709,234.145,334.872,180.8,151.423,134.761,248.963,214.909,316.735,192.892,151.541,112.312,250.81,241.718,200.123,139.291,308.727,222.135,309.556,295.12,247.634,257.94,208.907,222.248,216.912,290.889,118.981,255.017,178.698,254.94,213.686,217.702,184.862,223.723,79.942,188.972,227.664,143.725,151.727,142.688,160.281,229.54,125.986,165.775,144.188,213.034,242.922,203.547,187.722,184.921,253.761,234.649,265.111,39.615,204.327,262.009,269.273,241.36,208.673,322.342,190.453,207.062,160.406,97.129,50.759,138.264,265.53,196.972,230.491,245.308,171,160.009,149.272,195.391,109.75,196,170.593,164.485,242.573,164.047,163.946,131.938,209.009,136.354,200.353,32.07,154.6,260.444,111.29,212.447,188,220.587,222.487,247.426,287.198,230.802,244.786,187.136,222.128,219.892,194.429,203.798,185.247,190.346,226.265,288.838,295.487,222.688,158.184,199.73,190.605,180.747,166.333,305.974,186.726,154.833
51.26,252.863,186.918,161.733,335.871,181.792,175.747,281.863,190.231,356.591,313.06,237.074,211.731,375.624,361.256,220.914,370.767,423.397,372.256,241.803,285.241,351.316,341,248.184,392.718,247.188,386.171,268.41,214.01,271.216,251.114,251.061,335.485,568.248,287.902,257.69,322.177,216.404,243.558,233.284,236.691,149.885,201.103,195.277,215.781,351.154,336.214,256.707,181.412,218.205,298.932,231.658,328.838,189.962,148.76,132.453,239.697,213.873,322.538,190.117,153.531,122.482,249.224,245.299,198.453,140.094,310.624,232.288,309.65,294.342,241.598,255.915,207.075,223.462,219.307,287.812,119.71,259.224,182.283,247.53,212.962,212.673,182.862,220.02,81.404,198.817,229.336,149.527,154.7,146.226,154.234,228.487,126.942,165.081,150.323,212.085,245.843,210.308,185.306,183.64,252.094,241.694,262.06,39.53,204.869,264.863,272.12,250.441,211.682,330.547,189.745,203.723,159.915,98.557,49.664,136.536,264.521,200.121,231.397,249.949,166.071,169.336,148.402,209.383,111.596,194.513,179.469,155.748,239.667,173.259,160.937,136.554,202.829,135.171,194.672,25.395,154.43,257.744,110.113,199.816,194.68,220.962,214.291,249.774,284.181,230.621,252.718,187.198,227.205,231.721,196.114,209.816,191.065,183.298,217.389,287.47,296.769,223.152,162.122,200.026,188.93,185.107,157.59,308.786,184.952,154.483
51.49,240.432,190.082,161.983,335.448,175.312,173.367,279.778,196.09,367.626,326.615,233.741,201.226,369.624,363.06,226.267,391.544,419.784,369.479,243.838,283.026,344.778,340.06,244.48,402.043,239.632,383.402,266.769,209.126,279.664,265.421,256.632,335.139,568.009,282.75,265.46,330.796,220.826,242.937,230.22,239.955,148.828,197.077,192.957,209.596,342.632,332.077,260.043,180.342,217.812,306.915,231.692,328.727,173.988,156.519,134.949,237.174,215.3,327.897,199.117,154.735,113.75,243.905,240.043,197.17,137.538,310,223.874,308.385,287.368,241.402,254.393,204.308,224.889,215.632,288.684,122.626,256.983,183.491,251.103,211.619,206.221,190.055,228.376,77.154,193.165,227.478,143.725,153.291,157.011,153.828,228.204,117.333,162.36,149.615,211.325,238.07,202.897,186.111,182.933,242.624,243.477,262.59,41.487,202.673,250.359,271.299,254.658,211.29,331.564,196.509,205.321,154.868,102.2,38.362,139.655,266.487,206.393,227.431,245.641,168.939,169.853,156.576,198.052,115.788,198.823,172.726,156.563,241.359,173.306,165.964,136.277,197.333,143.28,197.974,93.982,158.92,265.034,110.016,198.434,189.536,214.438,218.547,248.904,280.293,224.233,251.171,198.333,223.88,224.09,197.952,204.377,191,181.413,229.673,283.974,295.658,222.098,158.245,197.696,188.526,183.96,169.692,309.556,188.905,154.033
51.49,246.274,187.388,161.4,334.457,190.833,180.57,284.786,198.603,368.513,316.573,233.537,207.495,361.479,361.009,220.836,385.524,427.905,360.103,246.795,278.405,346.419,340.838,239.388,404.282,240.179,390.248,259.41,215.641,276.914,255.921,252.623,340.347,568.744,291.625,265.15,325.283,217.963,239.253,225.239,232.6,153.563,195.641,190.521,211.079,338.393,338.538,250.767,177.781,218,299.248,230.273,333,183.925,154.048,136.897,244.459,208.782,335.359,197.55,156.265,105.58,245.578,239.829,196.434,139.675,307.94,225.622,305.581,295.957,243.214,243.009,204.729,224.752,216.544,280.368,123.336,259.638,185.717,242.316,212.638,211.029,195.624,227.198,83.615,191.807,228.965,143.451,154.364,149.29,154.344,227.504,130.797,169.324,141.427,203.368,242.417,205.273,184.352,191.371,240.632,239.73,256.855,43.786,204.196,253.786,270.385,241.721,205.215,326.256,199.264,211.446,152.689,93.071,35.25,141.991,266.094,204.458,224.603,246.735,171.98,161.724,147.12,204.191,111.75,195.956,173.991,165.087,238.111,160.871,164.523,130.877,202.521,142.744,196.552,89.754,151.81,258.316,106.935,207.671,185.237,219.2,213.624,237.983,281.078,220.112,246.718,184.58,221.624,221.45,191.79,202.886,187.462,190.846,220.221,284.171,288.846,222.054,159.184,196.922,186.86,179.08,161.103,306.487,190.488,153
51.49,236.937,182.341,164.367,335.655,186.75,175.81,283.991,204.5,364.548,319.359,227.343,207.849,373.222,365.564,224.414,389.612,422.664,370.684,234.684,287.578,350.248,337.761,242.276,401.65,243.675,387.692,269.188,206.039,277.603,257.482,249.605,334.861,572.564,290.607,256.363,323,219.165,235.421,229.523,235.645,153.805,196.06,189.213,209.561,348.821,320.795,256.871,178.158,214.863,305.718,229.12,330.675,175.488,153.51,131.547,242.734,207.4,339.009,188.856,163.918,110.554,250.121,246.299,198.557,142.496,307.829,218.757,307.727,288.094,249.893,251.632,204.467,227.162,220.939,280.256,122.355,258.302,178.708,251.855,213.752,215.433,191.404,220.733,71.904,190.101,225.168,141.868,151.209,161.032,153.953,224.407,129.826,157.135,147.958,206.675,242.026,207.342,181.815,183.416,251.043,236.279,254.077,41.897,206.879,257.846,270.974,249.541,210.533,332.838,192.217,209.554,159.255,98.214,34.897,141.745,266.521,200.28,221.672,243.701,167.592,167.241,145.163,207.104,119.308,195.611,179.292,152.631,249.632,168.212,165.73,136.308,200.564,133.976,191.922,89.649,151.21,263.547,108.258,203.461,185.144,224.238,217.111,245.087,280.509,223.086,253.504,190.136,222.607,224.441,195.2,205.377,184.452,186.644,212.248,289.325,294.171,218.304,157.959,198.365,186.798,184.64,158.769,310.162,192.083,153.817
51.49,243.979,178.376,171.283,340.948,184.042,177.291,281.265,198.974,367.843,321.051,236.769,206.989,367.632,363.222,218.802,382.573,425.457,377.692,244.667,281.5,354.051,342.991,240.673,402.795,249.034,395.256,268.026,208.961,284.06,263.737,251.588,337.109,578.231,283.25,269.221,326.115,220.706,237.474,227.211,237.009,156.701,192.273,198.085,216.333,338.487,334.786,251.836,177.702,220.906,306.154,232.154,332.957,183.062,156.788,134.778,241.844,214.473,337.838,191.405,156.439,118.321,255.388,248.615,204.755,133.974,304.368,234.045,310.675,291.017,248.696,250.615,209.654,226.376,224.298,285.718,114.841,261.75,182.481,253.897,218.048,212.144,185.119,226.733,77.462,198.404,224.363,138.154,151.991,151.204,157.531,236.726,124.014,167.018,145.365,205.974,245.478,207.342,187.491,184.472,245.376,243.919,258.932,38.803,209.206,261.291,269.701,240.712,204.748,327.009,199.208,210.491,158.736,95.671,35.543,140.173,262.778,202.514,222.052,247.615,169.429,164.06,150.946,201.774,113.423,199.487,173.354,160.65,240.786,166.976,167.234,132.677,202.701,135.427,198.095,88.868,151.8,263.385,111.274,209.882,191.887,223.325,221.538,251.357,287.457,223.069,245.043,191.259,215.051,224.541,196.952,205.465,194.14,187.548,220.619,288.222,293.94,220.786,154.571,194.165,188.614,179.533,158.513,308.453,194.643,149.7
51.49,252.421,193.576,155.7,339.509,190.792,182.468,276.564,200.282,365.27,319.513,233.528,214.849,377.231,364.41,221.569,382.087,420.879,379.043,237.949,273.793,355.949,336.821,242.918,404.231,248.179,386.068,271.744,214.301,281.543,262.026,247.798,338.277,582.581,291.375,256.717,326.832,223.908,241.105,225.514,236.282,144,199.923,202.447,217.833,346.359,329.983,253.75,180.158,218.214,304.581,228.282,334.179,187.25,151.942,135.103,244.275,207.836,338.88,193.613,154.071,115.196,250.905,242.419,195.811,138.641,318.538,228.306,312.308,293.769,247.911,257.034,207.944,223.991,219.325,291.248,119.561,256.991,183.66,253.154,217.876,213.192,184.248,224.158,80.962,191.248,229.398,140.308,148.664,156.108,159.266,230.221,125.971,162.964,145.115,207.282,250.696,210.675,190.556,189.371,244.744,236.099,260.41,41.974,190.439,259.803,269.915,246.658,210.037,332.957,196.642,206.777,157.925,100.771,35.638,143.727,262.205,204.262,231.181,245.786,165.459,164.302,144.489,204.2,120.635,195.168,177.938,161.641,235.846,167.176,166.369,141,205.897,140.012,198.94,88.816,151.46,260.846,114.581,207.737,189.938,227.613,214.615,248.887,288.672,222.474,248.325,189.519,227.316,228.613,200.314,209.009,189.634,189.49,225.407,286.718,296.88,220.33,151.163,196.661,191.798,177.8,158.756,305.573,186.238,151.55
51.73,244.305,182.082,171.283,350.353,184.25,183.899,288.265,215.667,373.852,327.06,236.713,216.312,369.496,372.769,219.164,392.971,422.345,376.564,251.786,285.836,346.846,341.769,248.235,419.547,257.932,407.735,259.419,213.34,275.052,256.833,250.36,342.97,574.65,285.777,273.841,332.805,223.248,239.042,230.899,236.182,152.862,200.444,186.894,215.105,357.479,326.462,254.595,174.368,224.162,304.812,230.034,357.966,177.7,154.865,136.128,242.505,206.145,346.273,197.108,156.633,111.777,244.457,244.265,191.736,142.12,306,229.676,311.991,291.248,244.482,254.538,205.047,225.256,219.018,278.556,122.168,257.328,186.377,256.077,217.61,217.375,189.963,226.149,79.288,188.193,225.327,142.703,142.955,157.086,155.906,232.053,124.812,162.162,149.896,206.863,245.817,206.573,183.287,184.326,245.658,240.387,259.675,42.726,208.299,254.65,269.385,250.748,212.28,324.222,190.717,210.268,157.736,99.071,33.466,142.018,262.026,201.944,231.267,248.282,166.316,161.888,146.674,204.757,116.538,202.133,184.54,162.087,246.222,175.153,168.703,131.785,203.513,141.354,200.629,24.991,153.38,264.786,112.952,212.842,193.536,223.275,219.214,247.087,281.448,237.56,252.316,198.802,224.496,224.577,188.095,205.211,187.548,190.5,230.31,289.009,306.496,220.357,159.122,204.391,194.482,189.787,165.641,307.504,186.488,151.733
51.73,244.884,183.682,168.083,343.931,193.667,185.139,283.359,207.603,366.991,320.009,230.287,212.43,375.026,367.427,224.75,389.184,419.25,367.273,246.607,280.328,351.504,344.299,243.439,420.085,252.214,400.41,265.94,219.097,275.466,252.93,251.412,338.03,572.863,288.857,272.982,326.549,222.771,242.884,225.11,226.827,153.184,195.513,199.447,216.246,346.974,324.017,259.069,169.816,220.068,302.171,226.017,355.299,176.75,149.462,138.701,239.33,208.945,358.949,201.901,153.235,106.536,254.56,239.325,198.906,141.624,305.983,219.505,311.265,292.402,247.196,249.923,211.093,226.65,216.272,290.085,118.991,261.681,183.906,249.051,209.276,220.683,193.064,225.634,89.673,186.413,230.805,142.67,149.455,151.312,160.797,238.292,120.986,165.667,151.635,204.812,250.157,209.624,187.231,182.112,250.393,238.306,252.684,40.957,209.897,254.487,277,240.91,212.327,335,192.736,216.071,156.943,102.486,31.853,142.209,267.786,205.15,231.026,247.094,172.51,160.017,148.141,205.565,119.962,201.071,174.982,157.214,244.761,168.706,169.703,132.138,204.043,134.341,202.724,21.623,152.44,262.085,109.274,211.75,190.433,226.312,217.103,240.774,285.267,231.25,249.889,188.975,224.248,222.279,192.171,211.053,181.699,189.279,228.257,281.872,300.47,221.321,157.837,195.017,188.079,179.053,156.103,308.957,180.607,154.2
51.73,241.621,183.529,169.3,346.767,186,192.924,280.359,211.321,371.27,320.598,237.519,208.753,375.727,365.615,219.276,392.272,416.871,374.427,240.786,281.543,355.752,346.085,244.643,418.342,252.838,399.778,267.624,214.796,282.06,262.895,252.974,336.069,576.727,281.75,266.425,323.805,221.817,239.021,223.578,236.982,146.471,202.214,197.457,214.281,347.436,332.735,265.078,172.816,223.436,308.701,230.906,353.855,188.262,150.019,131.932,243.037,208.636,357.094,191.919,155.194,121.991,247.638,250.778,210.274,135.581,306.615,231.64,316.94,294.427,247.955,250.504,206.065,221.162,214.395,288.504,121.112,256.422,179.057,247.957,221.657,222.163,194.541,225.02,78.615,187.853,228.92,150.835,152.791,156.108,164.109,230.292,129.304,167.126,148.958,211.564,240.635,214.88,187.713,184.91,248.641,236.523,261.103,44.949,210.43,260.675,276.991,244.45,213.318,334.436,196.689,211.402,150.849,103.414,33.836,144.982,248.709,201.533,230.422,246.624,171.969,163.267,144.37,202.783,113.673,197.761,182.593,154.864,245.632,162.553,167.009,131.369,204.41,139.439,201.086,23.939,153.62,263.419,113.855,209.224,188.485,230.375,224.043,250.67,283.983,236.078,248.393,190.333,220.214,217.676,194.933,209.43,191.72,189.587,226.168,288.65,294.299,207.357,152.184,198.043,190.395,183.133,161.103,308.214,187.357,154.283
51.73,248.221,180.576,166.917,341.207,182.021,175.063,283.197,207.077,375.287,329.034,236.713,216.849,378.744,367.068,223.681,393.66,436.879,379.744,243.068,284.276,347.12,345.009,253.398,421.299,253.786,404.615,265.444,208.447,279.422,261.386,242.895,345.426,570.615,294.232,269.124,329.69,222.716,243.168,230.459,236.482,150.034,201.137,205.223,211.018,358.667,326.684,254.25,174.298,219.752,307.624,234.812,355.222,182.788,150.99,135.692,250.862,221.936,353.077,193.721,154.827,114.384,247.422,244.154,201.236,138.538,307.128,227.694,310.923,294.214,247.491,254.051,214.327,228.487,214.526,287.504,118.514,269.388,188.311,253.453,213.562,219.692,191.055,226.238,79.288,188.798,236.08,147.813,147.391,153.151,165.766,233.841,130.667,166.595,147.427,205.974,248.557,211.607,183.111,192.146,253.273,238.477,266.051,40.496,209.972,251.632,279.197,244.333,216.206,331.462,203.557,216.741,155.33,102.529,34.793,144.536,272.06,208.439,242.302,244.915,165.327,167.216,154.402,202.261,113.365,195.407,167.664,155.612,244.145,173.212,164.541,136.892,205.727,146.671,199.767,23.061,151.66,265.128,111.629,206.658,193.588,231.2,214.923,251.443,279.371,238.414,248.906,192.247,221.051,225.604,189.01,208.956,186.366,189.942,229.124,285.838,298.35,213.321,162.204,198.643,191.096,190.827,159.359,309.248,181.405,159.117
51.73,254.337,187.859,163.367,347.879,184.771,180.633,283.462,215.654,368.235,319.949,236.759,212.29,373.009,356.803,227.612,391.854,435.172,380.504,245.085,285.026,356.009,351.547,247.735,426.821,253.12,398.402,267.385,213.204,274.034,259.184,245.272,339.98,586.709,287.723,272,337.487,221.239,238.137,229.486,237.873,151.943,198.556,195.17,217.325,349.692,338.291,259.069,177.956,222.949,307.632,229.821,355.675,180.325,152.962,135.991,250.147,212.236,353.846,194.072,154.888,120.589,253.828,242.658,202.67,137.453,314.983,231.523,303.966,299.205,245.036,250.838,214.439,222.154,216.281,290.197,124.645,262.759,183.528,249.581,213.743,224.192,196.761,232.802,77.308,193.514,228.487,147.989,147.991,153.72,153.938,240.814,121.667,168.333,150.979,208.88,250.157,213.94,181.38,192.449,250.991,240.468,267.077,43.325,209.533,258.786,281.504,243.766,219.262,342.231,197.415,214.652,157.462,107.829,32,144.7,268.479,204.682,228.784,238.47,175.622,166.957,151.283,206.565,116,205.115,180.637,156.951,247.359,171.929,164.739,134.646,204.521,143.512,205.966,21.395,149.53,261.385,106.887,203.803,189.34,222.087,225.897,254.722,285.233,237.871,252.35,186.889,218.538,222.009,195.876,213.281,183.796,195.356,230.08,276.564,293.786,226.054,152.429,194.809,186.219,179.933,160.346,312.504,188.488,150.267
51.97,244.389,190.129,162.317,344.431,185.479,181.076,291.53,207.487,383.252,326.444,232.741,211.602,370.376,372.47,219.621,402.524,424.905,372.034,244.487,278.466,359.137,351.017,255.541,442.239,250.154,420.145,261.282,209.913,288.086,258.167,248.825,338.505,576.171,295.741,279.558,329.186,221.486,242.442,226.193,235.264,152.08,196.453,197.777,215.702,365.316,337.103,258.871,175.36,217.974,309.479,236.034,359.222,172.625,154.74,138.137,243.917,211.373,370.496,195.297,167.194,117.321,245.991,247.556,202.255,138.504,308.795,219.432,315.35,306.085,246.429,256.239,208.879,227.12,217.044,286.966,121.15,258.44,180.491,260.444,214.771,222.231,201.321,231.069,72.538,191.982,226.752,138.703,151.382,153.172,160.5,240.265,128.087,164.892,149.667,210.692,246.243,208.026,187.583,189.09,245.009,237.991,260.487,44.778,207.636,247.991,280.188,246.703,216.495,341.803,194.632,215.107,156.236,105.214,27.836,141.573,262.214,205.729,236.647,245.239,165.806,161.638,153.511,208.07,113.712,199.938,173.345,159.223,235.248,175.024,164.919,132.508,207.709,150.512,196.802,90.982,149.58,263.812,109.387,212.224,191.866,231.5,216.53,251.009,287.707,237.414,255.803,190.086,217.675,221.108,189.895,214.114,184.376,189.144,232.549,283.103,298.043,212.009,167.143,198.948,198.447,190.213,169.077,300.12,171.31,156.733
51.97,243,176.235,164.033,360.284,189.583,188.304,279.479,213.679,386.174,332.547,232.028,203.914,366.957,366.564,221.388,396.282,436.233,376.128,247.983,281.629,352.786,354.291,257.265,438.026,263.932,418.342,268.162,210.971,285.009,260.272,244.412,343.465,575.607,288.902,274.796,330.071,224.716,240.147,221.596,237.327,144.103,201.598,194.84,213.868,357.427,334.333,256.793,177.167,222.265,303.692,229.35,359.752,183.137,155.25,133.333,250.642,211.145,370.291,198.757,154.49,115.438,240.862,236.889,197.877,138.59,309.06,229.234,310.256,296.376,250.089,246.769,210.71,223.265,213.93,290.769,124.972,265.112,182.17,249.65,215.067,216.019,195.147,235.861,81.308,184.578,232.646,145.319,158.573,156.634,169.703,232.071,128.913,164.369,148.917,205.624,247.435,208.538,193.824,191.034,244.692,239.91,262.573,44.675,208.15,257.145,277.923,249.324,210.421,344.65,200.311,213.205,151.302,101.6,24.216,143.6,271.863,209.925,233.819,250.342,163.918,169.241,149.065,200.713,114.404,199.752,175.496,158.544,237.803,174.624,162.64,135.862,203.65,140.366,210.948,93.763,148.62,252.727,109.387,208.329,189,235.425,220.137,246.365,285.767,230.267,255.761,191.494,218.197,226.955,193.629,204.754,187.183,195.788,225.257,280.624,299.094,217.938,162.408,199.096,189.167,188.76,161.923,305.103,171.821,149.517
51.97,251.189,181.424,159.65,357.905,191.312,193.342,290.017,216.974,376.591,335.598,236.648,213.892,373.923,373.991,226.353,402.165,440.319,377.65,251.573,281,363.214,351.932,255.612,442.932,257.419,416.145,269.462,219.155,281.147,256.702,255.667,335.941,571.966,293.045,275.637,331.265,219.404,231.105,231.092,243.409,149.897,203.051,201,213.009,350.034,338.547,257.259,168.149,227.906,312.282,230.316,360.957,181.887,157.144,135.761,251.055,215.064,365.838,195.495,163.378,116.848,255.052,243.179,201.717,139.632,303.273,228.667,325.667,298.812,244.946,253.632,214.271,221.675,219.746,293.034,122.14,260.776,182.943,250.761,214.61,218.24,195.651,229.505,81,189.376,238.867,144.934,151.845,157.14,167.109,236.929,127.435,163.658,149.583,206.667,246.191,216.427,180.333,195.056,253.265,239.396,261.154,42.88,205.589,256.368,268.077,255.73,224.112,351.564,195.84,219.741,155.811,100.429,25.922,137.973,265.393,210.598,235.922,249.06,175.01,170.56,143.891,207.635,125.423,192.602,176.009,159.165,244.077,174.424,169.126,137.708,207.53,139.037,200.19,92.219,155.1,258.034,110.129,211.079,184.031,231.637,218.615,247.617,276.405,229.302,255.88,187.951,221.47,228.045,193.219,209.289,185.108,198.183,226.389,285.744,297.385,216.741,168.449,196.696,183.702,182.72,166.359,314.299,176.262,151.4
51.98,248.558,179.824,172.567,353.138,185.75,183.506,283.624,219.487,383.704,331.573,236.87,212.301,376.949,373.299,223.526,397.252,429.379,378.393,242.829,288.095,363.273,346.778,249.051,432.658,257.88,418.299,269.752,205.34,282.5,260.035,248.5,343.109,580.462,295.214,279.487,331.522,220.064,244.232,231.009,230.409,150.092,199.376,199.84,221,358.154,332.06,255.267,173.096,227.65,307.487,234.607,359.838,186.4,157.683,136.658,257.422,216.936,372.487,202.946,157.714,115.045,256.526,240.923,197.047,138.795,307.658,229.027,324.034,296.479,247.607,252.239,209.579,231.205,223.789,293.009,123.495,262.879,183.925,250.513,227.133,216.115,186.523,233.347,87.096,198.431,237.425,143.209,153.709,157.935,162.875,236.257,133.913,168.667,149,206.983,249.078,209.53,182.759,183.236,254.624,238.739,262.427,41.573,214.131,256.427,282.188,247.856,214.561,337.872,199.019,211.518,154.726,100.914,25.405,142.655,266.487,212.131,235.5,247.068,165.561,160.052,154.043,207.783,111.154,195.566,174.053,159.563,240.59,178.024,171.036,142.815,197.897,143.256,202.267,91.711,154.85,262.923,112.081,202.197,189.67,228.425,217.863,244.53,281.483,236.172,256.991,196.383,222.103,226.82,187.552,216.167,181.688,197.106,223.292,290.846,298.915,211.5,161.98,201.904,187.789,185.933,165.115,311.556,179.524,154.383
51.98,248.537,174.635,161.533,358.5,188.938,182.367,283.436,212.244,382.565,338.325,242.25,214.344,382.718,365.205,217.181,399.291,437.267,383.923,243.632,281.103,360.496,348.812,244.224,438.239,258.829,425.949,275.872,203.951,285.112,257.754,251.702,343.911,579.829,295.241,280.248,331.15,214.055,245.105,234.688,230.936,155.46,204.957,209.489,218.281,360.615,344.273,259.81,177.263,228.385,315.299,235.556,361.479,178.425,147.048,140.111,257.284,214.1,380.615,195.405,155.439,115.232,251.181,246.889,195.5,141.359,313.085,231.333,324.179,300.752,253.027,253.205,217.009,226.299,218.789,289.966,122.15,265.276,186.094,258.265,223.781,220.788,192.514,232.149,78.808,192.064,231.681,143.791,152.327,159.269,167.578,234.478,130.464,167.649,147.698,209.692,251.739,209.154,187.315,190.494,256.966,248.802,258.598,41.316,207.561,255.923,282.923,251.946,212.636,353.265,203.528,217.018,153.123,100.114,26.345,144.964,269.103,211.832,239.181,250.282,168.878,170.534,151.598,202.809,121.058,203.363,173.858,167.854,243.188,171.941,166.928,143.108,208.872,138.049,200.336,85.325,153.14,263.641,114.823,210.842,191.165,233.562,227,254.878,286.474,233.871,261.368,195.284,227.009,221.189,190.724,215.184,180.613,196.49,227.106,293.88,303.769,218.482,159.367,197.043,189.281,190.813,164.295,307.632,183.583,153.35
52.21,251.8,182.612,166.8,369.905,194.562,193.329,300.137,210.321,389.574,350.427,234.287,217.796,377.077,373.462,222.284,401.864,436.94,383.385,242.479,287.733,370.513,356.795,251.827,463.308,257.65,435.65,270.017,216.32,285.517,262.044,253.632,343.545,589.197,289.955,287.752,335.832,222.56,248.579,234.119,241.1,157.069,207.103,199.362,216.325,365.154,335.718,260.345,174.605,220.897,313.393,239,356.709,178.962,151.875,141.299,259.303,222.336,391.111,194.703,156.969,119.348,252.422,249.581,201.764,137.487,303.675,227.55,311.376,303.855,248.67,253.701,217.654,234.462,222.746,288.761,138.019,253.017,185.623,257.897,219.79,220.423,196.257,235.703,74.385,185.927,234.372,143.275,159.045,157.645,165.594,240.664,125.13,174.73,150.833,207.521,248.765,209.727,190.472,194,247.393,243.126,255.479,45.162,214.009,259.12,282,251.928,222.439,351.282,207.217,217.455,150.368,99.471,21,143.745,270.111,208.421,241.129,243.581,168.714,162.526,162.522,203.33,118.442,201.77,172.602,157.447,243.983,174.753,173.261,138.954,208.53,144.5,209.31,91.886,146.67,262.556,117.242,209.605,187.959,237.675,228.59,247.139,286.509,239.828,256.667,195.259,222.068,229.973,190.248,211.035,192.505,191.308,225.637,292.154,301.923,207.366,157.694,199.313,191.36,192.507,163.974,314.795,177.81,150.117
