FluorCam7 Kinetics Export File
-----------------------------------
[us]	[°C]	Av6.1	Av4.2	Av1.2	Av6.3	Av3.1	Av2.1	Av4.1	Av6.2	Av7.2	Av4.3	Av5.1	Ad2.1	Av1.1	Ad7.1	Ad3.2	Av1.3	Ad7.3	Ad1.1	Av7.1	Ad3.1	Ad7.2	Av7.3	Ad3.3	Ad5.1	Av5.2	Av3.2	Av2.2	Ad2.2	Ad1.2	Ad5.2	Ad5.3	Ad4.3	Ad1.3	Ad4.2	Ad2.3	Ad4.1	Av2.3	Ad6.3	Av3.3	Ad6.2	Av5.3	Ad6.1
20000	35.00	142.690	178.607	145.947	186.614	275.684	277.821	199.155	167.053	224.650	267.684	202.291	287.368	140.775	158.260	202.590	153.817	172.618	237.171	175.018	158.633	182.705	222.319	215.667	163.519	239.034	232.427	153.297	197.291	247.444	174.616	201.829	159.879	216.342	161.877	289.120	158.505	209.155	150.217	201.829	155.190	164.096	178.780
60000	35.00	121.931	172.060	132.149	184.605	271.829	287.658	202.155	160.018	216.769	262.444	202.496	278.496	122.613	146.952	207.120	160.321	174.227	224.120	170.009	152.653	175.268	226.207	216.932	156.368	235.624	228.282	154.748	194.162	247.573	169.473	204.282	153.561	215.496	163.447	285.333	139.963	209.690	147.075	199.479	146.295	161.538	174.771
100000	35.00	127.920	175.795	140.415	186.930	277.197	277.316	207.543	163.789	227.530	264.915	209.197	284.462	120.775	149.673	208.188	153.899	182.418	236.761	165.658	150.439	180.286	220.836	216.214	161.387	238.017	235.154	157.081	191.188	254.513	173.125	209.983	156.075	225.376	164.632	283.795	145.047	205.991	144.104	201.265	140.343	167.606	178.514
140000	35.00	124.011	166.761	133.553	185.140	282.889	290.137	205.655	153.781	222.650	262.214	205.462	292.906	123.350	152.173	204.658	155.028	175.827	237.256	172.793	148.867	174.750	227.819	215.940	153.028	230.085	235.359	154.117	199.812	248.453	163.804	202.273	154.131	221.786	160.763	288.085	145.159	210.060	145.717	206.727	146.895	156.606	174.404
180000	35.00	129.448	172.231	141.915	185.149	282.769	277.624	199.371	163.079	230.282	261.932	206.051	289.376	123.600	152.837	202.556	145.303	174.755	237.410	176.072	149.276	177.991	221.897	214.607	154.623	240.111	234.538	157.559	201.068	243.470	166.018	206.026	159.645	219.316	163.518	279.735	148.654	212.181	147.264	207.205	138.438	161.856	177.422
30020000	35.11	129.621	173.786	135.957	182.219	279.231	292.205	206.612	156.000	229.299	261.598	203.889	282.427	120.275	150.019	204.188	152.303	174.655	236.530	167.036	147.827	173.375	230.750	211.308	158.642	232.615	231.957	158.000	195.111	249.598	165.750	206.786	152.308	223.838	163.939	284.376	150.449	209.181	147.000	199.923	144.010	155.933	171.523
30060000	35.11	134.977	169.248	140.021	190.956	269.949	283.427	206.853	161.939	232.701	264.393	210.658	289.368	122.050	149.317	206.060	156.514	171.600	233.342	171.964	149.571	179.357	222.784	217.906	162.217	238.692	235.444	155.063	198.701	250.889	162.929	204.897	151.047	219.111	166.053	275.966	149.654	215.664	145.009	201.179	147.229	165.462	170.642
30100000	35.11	128.299	172.658	136.426	186.456	275.966	284.675	204.345	162.114	226.026	261.385	204.838	290.897	123.137	153.183	209.829	147.440	178.282	233.368	172.207	148.347	177.464	227.905	214.137	160.783	237.197	234.060	155.018	196.427	245.983	175.321	208.333	157.963	221.273	168.947	286.197	147.991	212.353	139.557	198.248	144.324	159.356	173.330
30140000	35.11	125.437	176.316	139.415	185.421	280.453	287.410	204.578	157.298	233.051	269.342	205.402	286.291	120.213	144.067	204.966	149.550	188.682	229.273	169.811	148.714	186.116	218.957	213.214	163.208	232.436	231.513	157.360	199.026	251.932	169.357	208.077	158.505	215.718	172.053	287.419	146.112	205.724	141.368	203.291	145.457	163.442	176.532
30180000	35.11	121.575	172.256	145.223	185.596	279.521	288.171	202.750	160.982	229.077	271.239	210.803	287.607	129.275	154.106	202.000	150.257	178.118	230.538	176.973	149.000	179.223	221.198	215.547	164.887	236.333	240.778	159.162	198.795	245.265	172.911	211.179	162.000	217.821	163.211	290.675	142.888	212.897	138.557	207.256	143.219	163.327	171.642
60020000	35.22	125.851	172.829	136.383	185.982	272.453	284.171	199.241	161.684	233.889	273.128	203.427	284.667	122.775	163.038	203.068	150.578	180.145	234.162	171.090	146.469	181.330	222.776	218.393	161.604	239.333	236.410	155.225	205.162	248.778	178.009	213.291	157.645	214.179	164.702	285.154	146.972	215.414	143.934	202.060	136.086	166.375	178.037
60060000	35.22	123.115	176.701	135.872	182.140	279.060	289.897	203.043	163.026	232.248	264.803	205.060	279.111	126.588	158.048	202.385	152.156	176.482	236.803	169.685	152.653	178.098	226.267	217.436	161.453	239.026	239.410	154.748	196.282	251.667	167.625	209.966	154.869	225.530	166.325	286.419	145.327	216.414	145.604	198.043	146.905	162.019	181.128
60100000	35.22	120.897	172.872	133.585	180.702	279.026	289.103	200.103	157.737	231.000	268.718	208.239	285.701	123.100	149.077	203.034	150.982	181.873	230.162	175.874	144.020	180.438	219.086	214.949	164.481	239.068	234.641	155.297	194.769	256.915	176.152	208.214	157.458	215.496	163.026	284.068	150.028	210.207	146.698	207.154	144.390	162.875	180.780
60140000	35.22	130.414	174.991	132.298	185.123	278.402	292.487	200.121	158.640	233.932	263.205	207.205	287.940	122.488	148.000	201.641	149.881	179.382	233.137	176.955	152.112	173.196	229.543	215.103	164.047	240.282	231.786	162.748	201.077	243.863	170.500	211.521	155.421	222.709	166.789	289.675	145.822	212.509	144.717	199.034	141.857	166.721	179.734
60180000	35.22	130.322	176.718	135.798	187.482	281.316	287.590	203.905	163.316	230.786	272.863	209.915	283.410	125.588	156.606	202.709	149.257	179.982	234.009	172.468	149.429	181.580	228.707	221.085	163.491	238.145	238.906	158.829	198.342	253.282	165.071	214.154	157.561	226.701	165.553	287.026	142.196	217.103	150.962	206.444	151.943	162.029	173.229
90020000	35.33	127.931	174.026	132.957	183.395	275.735	290.222	204.500	160.904	232.504	269.342	198.923	285.017	134.038	148.442	204.573	148.128	176.600	241.795	176.225	152.643	183.911	229.457	219.154	165.094	228.145	240.581	153.739	197.940	255.573	172.482	212.821	161.682	226.265	171.018	283.085	146.140	219.802	144.972	197.111	143.181	163.779	173.624
90060000	35.33	128.828	178.111	136.553	188.605	275.718	289.470	200.578	163.842	241.462	269.197	204.803	286.479	129.025	152.260	208.462	149.073	181.555	231.812	173.198	149.765	178.241	233.948	214.598	164.142	229.897	233.393	154.937	193.897	254.376	172.000	217.513	161.495	223.137	168.500	291.786	149.121	209.922	142.774	200.171	147.895	165.317	180.358
90100000	35.33	126.253	177.231	131.117	186.009	274.385	296.675	203.948	162.939	228.444	262.983	206.786	285.957	133.650	154.673	209.940	152.018	177.773	235.026	175.162	148.296	178.232	224.569	211.410	168.943	239.641	239.376	150.919	197.949	251.889	170.429	204.880	159.636	222.744	169.228	285.162	148.131	217.353	144.566	202.034	141.029	164.519	181.743
90140000	35.33	129.897	177.632	133.011	189.114	281.761	298.273	208.629	167.693	233.051	268.880	214.538	282.128	125.562	151.904	200.137	152.963	172.500	237.299	175.126	148.653	176.571	224.534	213.795	168.142	236.940	242.521	156.468	198.179	250.350	173.464	214.709	160.907	216.496	159.272	285.889	141.523	216.147	143.264	197.496	147.219	165.269	186.018
90180000	35.33	127.529	181.573	136.372	186.728	283.026	291.316	202.957	161.482	239.744	268.009	203.675	283.504	124.175	151.077	214.897	154.440	181.664	233.368	178.405	147.684	178.509	236.940	211.940	159.462	240.265	242.470	162.883	197.624	250.410	176.384	208.273	162.551	219.513	162.930	286.624	150.551	214.741	144.868	204.256	144.981	170.577	177.505
120020000	35.43	127.414	175.385	140.713	190.281	277.496	292.607	205.526	161.123	230.256	268.752	205.068	283.547	135.475	151.981	207.085	153.138	177.545	238.727	171.279	149.653	179.330	227.431	214.333	161.123	241.145	232.778	161.892	202.650	252.521	167.920	210.325	158.374	221.462	163.544	289.376	153.308	218.353	146.642	195.573	142.257	159.404	175.697
120060000	35.43	131.172	179.624	140.468	193.737	273.239	293.821	204.819	164.158	234.077	273.915	210.197	287.932	130.200	153.721	200.427	148.395	183.173	236.436	170.234	150.888	178.080	231.129	210.547	163.726	237.846	241.051	158.126	201.145	253.299	175.607	212.564	161.701	219.632	165.167	291.564	151.477	219.164	141.123	205.256	144.886	165.308	176.560
120100000	35.43	126.793	174.154	138.553	188.272	284.521	288.709	202.267	161.772	235.872	261.795	209.393	287.231	134.788	155.740	202.727	152.486	181.336	233.821	176.198	145.622	180.062	230.172	218.111	164.066	236.564	243.094	154.874	198.880	251.145	176.045	210.974	156.206	219.983	165.377	290.137	149.860	211.681	144.123	201.026	149.571	168.577	176.422
120140000	35.43	133.023	176.573	141.574	197.509	282.427	285.256	198.379	164.912	233.103	257.889	208.974	290.111	146.887	157.317	207.094	156.183	186.309	239.393	177.973	153.235	173.491	227.302	217.872	161.245	242.222	236.923	159.459	194.393	256.291	167.438	203.667	160.056	226.735	166.246	286.077	148.131	215.345	146.774	200.923	146.410	163.529	181.661
120180000	35.43	130.034	175.085	141.553	182.781	282.496	290.838	216.112	160.070	237.427	264.872	211.282	280.171	132.913	160.923	203.812	152.615	182.091	238.821	180.685	139.500	179.304	228.431	216.821	170.292	239.778	244.607	160.631	200.111	255.137	171.625	213.530	165.869	227.325	168.658	288.872	146.084	218.259	142.887	207.026	148.295	165.808	173.917
150020000	35.61	123.575	173.402	139.851	193.833	275.419	296.094	208.336	163.632	226.282	269.231	205.957	277.915	140.050	145.817	201.615	157.954	181.373	239.530	175.793	153.755	185.545	227.810	213.094	170.283	235.120	243.316	152.288	198.009	249.231	178.509	211.265	162.290	223.564	170.079	289.427	143.346	216.405	145.557	202.342	145.724	168.529	178.165
150060000	35.61	132.230	180.684	140.745	186.474	276.103	288.761	207.526	165.588	239.385	270.556	209.650	289.863	146.212	153.029	203.376	152.312	179.209	237.838	173.604	150.908	180.839	229.293	204.650	171.217	242.795	237.162	157.766	203.368	254.479	173.670	216.265	161.570	226.009	171.088	287.932	143.897	217.181	143.575	207.162	139.562	164.644	175.807
150100000	35.61	133.816	177.043	136.213	191.737	278.120	291.957	203.379	164.518	242.684	274.581	209.376	281.786	141.525	152.962	210.017	149.697	178.700	237.299	170.414	148.878	173.589	228.138	211.385	165.226	237.359	233.983	161.514	202.026	262.513	167.804	208.462	154.776	225.795	164.693	291.222	157.327	221.138	145.858	205.453	146.790	175.067	179.651
150140000	35.61	128.793	182.171	140.011	187.623	275.701	287.402	203.095	170.930	233.641	276.359	209.573	282.009	145.675	158.510	208.376	158.899	176.464	240.624	170.126	152.847	178.732	236.922	212.521	171.047	241.624	240.350	156.910	200.624	260.607	171.848	215.889	165.991	224.530	163.868	297.299	143.411	221.034	148.330	209.000	151.867	169.471	174.917
150180000	35.61	128.828	184.795	140.702	191.158	283.880	290.692	202.474	166.860	231.376	270.590	206.778	287.299	137.538	153.750	201.692	152.982	185.464	235.812	163.730	147.306	181.107	228.888	220.838	163.868	244.171	242.504	156.577	197.427	259.402	171.196	215.444	169.280	227.085	172.640	292.017	152.458	221.181	142.330	206.812	147.114	174.413	183.945
180020000	35.90	136.736	185.769	137.649	194.465	278.487	293.658	202.284	161.289	235.667	273.735	211.205	283.556	154.012	155.577	207.120	157.752	180.973	231.094	168.468	146.020	179.571	227.129	214.479	170.349	238.051	243.188	159.721	202.880	254.667	171.616	217.598	166.093	229.248	167.561	286.179	140.383	214.871	145.038	201.624	149.343	170.250	182.073
180060000	35.90	134.770	181.658	136.191	193.088	269.333	287.479	203.707	159.096	233.162	271.581	207.188	286.214	143.500	149.856	207.846	158.358	173.173	245.410	168.802	139.531	175.625	226.845	211.393	162.434	235.897	236.436	158.982	194.821	253.017	170.768	215.068	162.579	220.718	168.474	291.761	145.673	221.164	145.802	200.667	142.238	167.308	172.844
180100000	35.90	131.483	181.949	138.383	193.474	276.803	292.983	212.776	162.728	241.385	270.795	208.923	282.188	139.438	155.385	204.316	148.908	173.255	237.949	169.667	150.551	178.545	228.509	217.231	167.896	240.368	241.359	154.270	200.632	252.855	171.661	211.974	164.159	220.479	163.553	294.128	150.131	214.595	145.575	209.889	147.705	167.692	177.239
180140000	35.90	125.368	179.205	142.309	193.842	276.735	293.923	203.862	170.614	240.573	273.521	211.752	287.342	143.575	150.769	207.325	149.688	180.073	242.718	176.991	147.235	179.955	233.198	218.684	170.236	235.496	238.265	160.063	199.966	258.932	178.089	220.838	162.710	226.957	167.009	285.068	140.299	220.491	140.509	202.162	145.924	168.519	177.486
180180000	35.90	133.736	189.632	138.234	193.211	283.915	294.376	202.388	164.816	234.188	268.470	207.880	287.940	136.375	149.317	207.120	155.908	177.409	244.410	175.730	146.949	181.580	231.207	213.556	171.717	239.171	244.009	158.333	201.573	258.256	173.330	211.402	160.710	233.658	165.404	287.940	149.234	217.224	145.123	208.444	147.229	171.721	178.605
210020000	36.17	129.609	185.581	142.362	194.395	275.692	302.795	203.466	164.421	241.513	270.137	213.034	290.299	149.750	157.048	200.308	153.596	190.936	242.462	170.685	146.490	181.036	228.112	213.786	172.792	240.658	245.624	159.117	205.222	250.521	174.277	221.479	168.636	240.607	169.465	298.171	147.813	220.819	149.142	204.504	146.476	167.923	177.890
210060000	36.17	133.540	180.085	131.064	196.982	277.009	291.427	199.328	160.982	237.009	268.171	206.085	286.265	149.988	148.144	200.675	154.532	179.364	239.932	171.847	146.347	176.045	235.517	210.026	170.198	239.308	241.162	151.811	205.222	259.581	171.768	216.026	163.121	226.564	166.535	295.248	149.449	224.845	147.425	208.581	143.914	173.058	183.835
210100000	36.17	131.828	187.265	141.372	188.368	278.966	297.650	202.836	164.395	243.778	275.974	218.325	283.154	141.825	155.356	204.282	158.257	180.436	240.846	172.640	148.449	180.652	231.724	212.624	173.019	237.709	240.521	153.640	194.128	256.034	176.705	218.863	163.065	228.521	168.561	299.462	148.981	223.129	149.604	204.795	149.610	175.644	173.972
210140000	36.17	139.506	183.829	144.606	196.237	285.291	296.530	204.121	168.228	246.103	270.214	210.026	282.598	147.975	147.990	204.273	158.697	183.809	235.915	174.802	147.622	181.089	229.690	214.863	170.245	234.487	242.342	157.252	189.821	261.684	171.491	216.068	164.981	228.769	170.044	292.521	141.607	225.526	143.528	202.821	140.076	166.587	187.211
210180000	36.17	132.782	191.333	139.479	199.456	288.624	301.727	207.190	164.281	233.880	278.034	208.427	282.786	150.225	153.788	209.265	155.771	184.200	235.513	169.919	149.112	184.000	233.207	222.470	172.179	237.538	242.590	159.982	196.214	255.103	173.205	216.658	166.505	226.094	165.342	295.171	148.673	220.767	149.764	208.786	140.143	176.385	183.018
240020000	36.43	138.391	181.376	141.702	195.009	280.171	298.436	200.828	163.553	245.043	273.521	207.060	284.650	155.462	157.596	191.538	150.752	179.845	240.453	176.802	148.724	180.571	234.922	215.658	171.038	234.855	236.291	155.784	195.325	259.487	173.518	223.547	164.121	227.017	168.105	291.615	150.467	228.534	150.396	204.179	138.552	170.221	181.982
240060000	36.43	135.322	180.598	145.894	199.474	271.248	300.470	197.466	175.237	243.692	269.615	211.154	289.855	149.700	151.423	200.521	145.982	177.291	244.316	173.108	150.092	186.000	227.629	210.855	167.604	239.171	242.120	160.937	201.316	253.145	172.393	214.282	159.346	230.265	163.421	301.795	149.075	223.784	148.377	206.692	145.619	175.846	178.092
240100000	36.43	133.885	179.350	139.298	195.044	276.632	302.265	205.310	170.000	237.265	272.590	207.778	286.410	151.663	147.288	190.906	154.229	181.027	243.786	170.045	149.765	183.946	226.897	212.427	167.104	235.692	244.103	164.946	203.077	252.188	172.714	220.385	162.542	232.709	166.009	298.658	149.140	226.336	151.774	202.197	135.705	172.404	179.624
240140000	36.43	139.943	182.504	136.170	194.904	282.949	300.803	207.009	169.623	234.521	275.803	208.709	291.530	152.900	153.452	200.632	147.826	183.118	239.393	178.586	149.133	180.312	228.586	222.821	165.821	241.444	242.068	158.991	193.590	248.103	175.018	222.419	159.907	229.385	162.465	293.872	154.252	223.647	143.849	200.991	141.190	165.587	178.018
240180000	36.43	136.471	178.427	142.936	193.272	286.761	305.684	202.664	162.096	245.983	275.017	206.222	291.137	149.750	148.567	196.043	156.486	179.082	233.624	173.856	147.796	184.714	224.147	217.803	174.821	239.026	250.368	152.198	196.727	254.615	172.571	218.906	169.019	226.453	165.184	295.462	140.131	222.397	147.170	210.991	139.876	167.106	175.560
270020000	36.70	136.287	180.769	137.766	193.447	281.077	303.453	204.448	166.114	244.359	270.145	208.009	285.111	144.837	160.442	191.846	152.257	180.409	246.701	180.604	149.408	180.634	232.336	216.675	168.142	236.821	249.111	157.009	205.974	257.590	171.134	214.060	169.710	224.453	167.184	297.957	150.374	229.879	153.189	205.778	141.419	174.606	179.339
270060000	36.70	132.115	186.265	138.468	193.605	278.974	298.436	210.879	168.763	247.214	268.701	209.880	281.658	148.725	151.192	196.359	154.505	175.664	239.521	170.730	143.684	178.098	228.741	215.573	171.047	243.863	244.103	156.505	198.462	254.974	174.571	219.889	159.850	229.051	165.254	294.427	148.150	224.466	142.009	209.282	146.295	170.394	181.725
270100000	36.70	131.368	185.427	146.862	189.184	280.547	303.744	199.009	170.877	240.222	272.504	207.983	285.325	150.887	158.144	191.615	153.092	184.691	234.470	174.775	148.306	184.071	230.940	218.513	175.443	237.316	243.983	159.045	196.598	257.068	173.018	217.701	164.794	232.769	171.596	285.667	150.336	222.957	144.868	206.564	140.400	183.250	181.321
270140000	36.70	136.471	189.316	143.340	195.105	282.333	300.632	203.259	164.702	238.077	284.308	211.205	287.239	142.238	158.808	191.675	148.055	180.191	234.077	175.306	148.898	186.955	228.250	210.120	170.368	240.607	245.607	157.369	201.256	262.342	173.170	221.120	165.093	232.436	157.035	292.957	150.729	228.974	147.651	205.957	141.495	175.163	179.303
270180000	36.70	135.230	190.863	140.926	196.930	283.607	304.778	209.405	168.325	238.795	273.915	220.624	288.761	151.675	145.240	192.761	155.835	183.555	245.376	175.117	151.765	185.196	227.552	215.735	168.142	240.009	251.068	160.270	199.043	262.256	178.438	224.504	165.879	230.214	165.009	298.530	141.336	222.905	144.632	206.838	148.705	168.260	180.688
300020000	36.98	139.678	187.239	142.638	193.500	282.017	299.085	213.086	165.763	242.761	279.752	210.590	294.974	153.225	153.144	183.940	153.743	187.991	242.504	177.937	147.194	181.946	233.293	205.940	180.085	238.812	246.205	151.117	197.051	263.667	170.991	219.530	171.075	233.171	170.491	298.504	145.103	225.586	143.840	209.821	145.476	171.471	178.917
300060000	36.98	134.920	183.410	136.947	203.763	276.923	298.940	201.698	169.026	236.350	273.410	213.256	286.855	145.413	153.606	185.846	153.083	179.027	237.479	174.063	152.959	178.759	224.379	224.342	173.151	227.821	249.299	158.676	195.017	253.214	172.455	225.795	168.308	228.359	164.316	295.239	148.336	226.638	150.651	214.957	144.638	172.548	176.853
300100000	36.98	134.851	185.436	136.840	197.474	284.538	302.034	201.026	169.947	245.863	274.872	208.077	287.171	152.750	154.183	187.684	155.349	186.191	236.556	175.018	150.214	175.830	223.362	214.615	171.981	240.256	247.718	158.189	201.496	259.000	172.750	222.658	165.430	224.385	158.702	286.974	145.841	224.216	144.962	205.051	138.495	175.413	174.367
300140000	36.98	142.724	186.000	138.000	197.728	281.368	304.940	205.690	172.684	244.598	274.607	210.957	291.795	146.700	154.163	191.427	148.890	175.682	232.906	175.333	148.163	182.036	239.405	215.590	172.434	243.248	252.803	161.054	195.897	265.744	171.598	225.949	168.589	234.436	171.263	292.179	144.953	223.629	142.915	207.154	141.495	175.779	182.128
300180000	36.98	135.897	191.538	145.862	192.193	279.248	300.556	201.319	171.447	246.607	268.658	211.829	283.897	144.337	155.933	188.470	157.339	181.782	245.359	177.279	149.643	181.027	233.888	224.701	180.887	238.940	244.538	162.090	197.846	264.205	175.429	228.761	178.542	237.427	165.860	294.462	147.860	223.026	140.708	206.769	148.714	184.087	180.605
330020000	37.24	136.977	192.923	138.755	191.833	278.778	303.051	201.793	174.289	242.795	271.897	209.974	285.179	146.962	154.481	191.547	154.138	185.400	243.265	168.577	148.510	184.000	223.147	213.308	176.009	238.667	244.470	155.523	195.214	256.966	178.518	219.462	168.103	230.829	166.281	298.214	149.944	235.147	140.170	210.427	141.790	171.962	174.147
330060000	37.24	134.816	185.376	147.947	195.816	273.632	301.598	205.405	167.781	241.222	275.778	211.949	286.419	142.087	154.817	183.632	155.651	186.955	242.308	169.342	143.184	186.080	229.595	215.154	181.142	236.239	243.983	163.946	198.188	259.231	173.616	223.325	174.701	232.607	169.474	299.402	143.626	234.000	146.877	214.470	150.267	174.365	178.395
330100000	37.24	132.149	187.368	147.968	197.816	280.932	307.479	203.164	171.325	247.188	274.821	212.658	289.752	150.175	156.048	189.137	153.220	181.609	237.342	177.802	143.724	183.179	226.103	212.427	174.519	247.496	241.735	158.991	200.564	257.590	175.214	223.538	169.280	234.727	170.254	302.145	148.327	230.491	144.896	207.009	144.619	177.529	176.734
330140000	37.24	140.690	184.470	145.926	198.702	285.419	302.752	204.379	166.430	244.915	273.821	211.786	292.068	152.125	160.702	185.299	155.275	188.755	242.265	176.027	150.755	182.393	226.922	217.419	175.057	235.513	245.889	159.270	200.795	260.530	177.152	223.094	170.729	229.137	173.930	286.761	145.981	230.267	149.132	205.932	145.048	174.096	173.083
330180000	37.24	140.851	189.239	147.351	198.044	285.932	308.162	210.431	164.658	243.308	277.855	214.162	285.940	151.488	153.038	185.709	148.569	186.364	240.231	178.964	148.388	181.545	231.448	211.812	172.179	240.624	253.573	160.216	195.821	263.222	177.929	221.239	169.215	227.897	166.202	290.607	140.720	230.759	146.132	207.855	142.438	177.365	171.872
360020000	37.50	139.161	193.436	147.489	200.342	288.470	300.120	209.491	165.781	248.769	271.974	213.137	292.273	148.538	153.923	172.615	157.716	177.309	244.615	178.387	156.531	180.500	226.026	218.872	180.906	236.735	248.462	160.369	202.966	263.197	180.616	225.632	170.963	233.350	165.500	298.043	150.121	232.009	150.123	205.103	141.838	180.298	183.156
360060000	37.50	141.793	193.564	146.447	195.079	283.359	306.342	203.845	169.114	246.222	273.940	206.709	288.256	148.325	157.683	179.462	147.716	188.945	246.581	172.000	151.459	178.134	228.836	220.273	181.868	233.863	246.214	158.946	190.923	262.188	178.170	225.231	173.421	231.829	168.079	291.624	150.748	236.517	147.774	216.222	148.743	174.538	179.165
360100000	37.50	139.931	190.273	150.766	198.991	280.239	307.769	205.052	168.561	247.068	275.547	214.897	284.248	158.462	155.029	165.171	156.211	185.245	235.385	179.694	153.908	184.161	227.871	213.068	180.670	239.316	249.940	156.766	198.795	257.479	178.170	225.291	165.383	233.547	170.123	294.085	143.486	230.759	148.774	208.991	145.971	178.587	186.239
360140000	37.50	138.184	192.556	143.617	203.947	278.214	303.581	202.319	175.930	244.632	279.282	210.128	285.479	153.613	159.567	170.453	150.881	184.482	246.000	174.243	153.245	183.723	230.034	218.000	180.915	244.923	241.470	160.396	204.607	259.231	176.232	228.846	169.692	234.094	166.947	297.333	147.336	239.526	148.858	203.282	151.048	174.577	182.752
360180000	37.50	152.023	187.350	140.564	198.667	282.479	307.846	205.810	174.711	248.197	273.701	214.752	280.256	140.988	153.779	174.128	154.642	183.591	242.718	176.685	154.276	177.232	228.603	223.983	178.085	238.590	249.179	163.766	201.231	269.650	183.714	224.915	174.514	234.692	165.219	297.667	144.280	228.379	146.189	211.966	147.714	174.279	182.294
390020000	37.77	136.287	187.872	146.191	202.544	280.248	304.359	205.310	170.693	251.632	272.795	208.453	292.060	148.238	153.702	160.932	155.972	184.673	240.778	182.216	155.898	183.214	226.534	219.402	179.340	245.538	252.282	163.784	203.188	260.453	176.821	225.581	170.439	237.667	165.509	294.291	148.953	226.517	142.594	209.915	145.276	178.760	185.679
390060000	37.77	135.115	191.462	146.170	195.982	289.803	304.145	206.483	163.035	239.265	273.761	212.949	286.051	143.875	157.096	162.701	150.101	177.764	245.214	173.874	156.459	181.643	223.569	225.385	178.991	239.068	251.453	158.982	198.701	258.316	178.455	226.727	167.757	233.419	168.412	299.034	143.654	231.155	149.104	213.197	150.743	172.846	176.716
390100000	37.77	139.276	188.197	146.691	197.053	281.564	305.778	203.552	169.553	247.752	274.427	213.624	286.179	148.725	152.471	163.222	152.330	177.991	241.256	179.703	159.847	182.616	226.198	218.487	181.047	235.667	249.829	162.198	201.564	261.727	175.393	227.521	164.972	233.359	166.237	290.590	146.804	225.698	145.019	207.556	141.524	177.000	173.651
390140000	37.77	142.862	195.786	148.340	204.553	290.103	308.667	209.621	167.228	245.487	268.632	207.026	284.581	155.038	152.394	163.957	160.174	187.055	241.248	178.829	150.969	182.688	228.836	224.231	181.472	237.744	253.342	164.874	200.889	265.701	180.116	222.436	175.439	232.761	169.096	293.667	146.112	233.414	143.236	214.256	145.486	179.365	187.229
390180000	37.77	139.540	189.974	151.096	198.518	285.821	312.957	207.138	173.018	246.607	274.556	213.205	290.470	152.925	150.337	160.273	155.560	186.382	240.120	174.613	151.622	179.875	224.750	219.077	179.538	241.727	248.171	164.631	202.248	263.026	179.518	222.333	172.206	232.359	174.026	299.308	151.729	228.190	146.934	211.026	142.095	185.423	182.018
420020000	38.04	140.368	199.051	143.904	197.561	283.308	309.034	204.181	172.158	249.094	271.769	210.658	290.273	148.038	157.962	163.154	158.083	184.182	251.923	175.324	154.071	185.062	227.560	221.906	190.991	239.436	255.496	156.901	199.821	265.598	184.438	228.624	178.364	241.282	174.509	293.513	150.589	234.000	150.217	213.530	146.295	175.577	180.872
420060000	38.04	136.138	187.778	152.021	196.211	280.581	310.932	206.767	169.570	251.470	273.855	209.538	280.932	153.637	152.529	162.120	149.367	184.055	240.991	176.505	149.684	183.482	233.698	212.171	179.896	236.966	245.111	161.252	199.624	258.692	180.339	229.718	177.888	230.128	162.807	296.786	150.879	229.259	145.292	210.376	146.886	177.923	174.495
420100000	38.04	139.368	199.880	143.670	196.974	285.581	303.513	211.026	161.044	251.248	272.761	208.564	286.778	149.925	159.567	167.966	154.605	190.455	247.265	176.667	151.531	179.509	230.672	216.684	183.538	248.923	250.991	160.514	204.273	264.239	181.643	225.145	178.850	227.248	172.377	291.735	145.514	235.121	146.321	216.342	141.952	182.894	182.339
420140000	38.04	141.724	202.915	146.904	199.342	285.308	314.068	211.466	173.763	248.103	272.667	218.778	289.957	152.150	156.923	163.179	153.220	180.409	236.214	171.613	152.082	178.750	231.138	217.684	179.962	240.744	244.991	162.090	207.325	259.906	179.848	224.607	170.103	236.872	174.491	292.727	146.224	235.000	147.217	212.504	153.914	184.913	181.110
420180000	38.04	140.609	193.325	146.128	201.667	292.974	312.017	198.017	172.623	246.940	278.000	212.573	287.504	144.887	154.019	168.684	155.541	182.264	245.658	173.730	159.245	186.821	227.552	224.838	183.792	242.795	249.581	159.162	200.966	268.538	180.098	225.145	174.963	236.889	167.465	306.752	147.991	233.431	150.104	208.273	141.371	179.442	176.807
450020000	38.30	146.287	188.667	143.266	203.632	283.897	307.915	209.776	162.404	251.436	283.368	221.376	292.598	158.038	158.346	173.991	154.541	185.727	250.291	181.405	155.265	182.527	238.190	216.128	182.887	238.350	248.034	163.775	206.120	266.145	174.839	228.581	178.682	237.872	167.754	296.803	153.252	235.690	140.038	215.299	148.771	184.846	181.761
450060000	38.30	139.299	200.350	149.170	203.754	277.624	312.154	206.172	169.675	247.427	280.094	211.863	293.333	146.312	153.183	171.496	154.908	181.236	244.496	184.468	151.531	182.750	230.069	218.085	193.877	232.778	245.538	155.405	195.735	265.744	182.848	225.846	179.542	234.256	172.018	306.299	148.570	229.612	151.179	207.171	148.019	181.808	178.826
