FluorCam7 Kinetics Export File
-----------------------------------
[us]	[°C]	Av6.1	Av4.2	Av1.2	Av6.3	Av3.1	Av2.1	Av4.1	Av6.2	Av7.2	Av4.3	Av5.1	Ad2.1	Av1.1	Ad7.1	Ad3.2	Av1.3	Ad7.3	Ad1.1	Av7.1	Ad3.1	Ad7.2	Av7.3	Ad3.3	Ad5.1	Av5.2	Av3.2	Av2.2	Ad2.2	Ad1.2	Ad5.2	Ad5.3	Ad4.3	Ad1.3	Ad4.2	Ad2.3	Ad4.1	Av2.3	Ad6.3	Av3.3	Ad6.2	Av5.3	Ad6.1
780060000	41.08	146.310	206.744	159.734	208.088	289.128	327.393	219.534	173.307	236.530	288.068	225.060	293.436	150.825	165.154	152.197	162.220	188.991	247.188	185.550	150.204	168.902	230.517	217.675	198.566	215.880	260.094	188.315	208.077	268.487	191.589	240.197	184.355	239.000	166.035	301.735	155.421	232.741	155.302	220.103	192.333	196.308	185.927
780100000	41.08	152.747	198.444	160.191	205.053	284.137	319.094	223.724	178.096	240.829	289.026	233.162	293.632	151.413	154.942	148.427	168.982	188.818	246.641	179.162	143.224	158.554	239.810	222.145	195.858	221.581	256.120	189.306	208.085	267.308	194.804	239.487	190.888	236.171	175.316	303.368	141.280	236.638	155.821	220.128	192.552	200.923	196.000
780140000	41.08	148.414	207.974	165.979	207.219	291.308	322.436	220.871	177.412	241.915	283.769	223.393	296.556	159.512	155.260	142.077	166.294	190.573	251.222	181.171	146.918	160.214	224.767	222.684	199.538	220.333	263.974	195.604	214.581	272.855	187.634	244.718	188.804	245.094	170.623	294.154	148.458	238.802	153.585	222.538	193.248	190.615	194.807
780180000	41.08	144.230	203.504	162.628	207.439	283.564	323.444	220.802	171.404	242.812	285.974	223.051	299.838	151.175	158.942	145.530	161.743	188.045	250.991	179.550	143.255	170.589	236.302	227.598	196.877	220.752	263.325	182.838	201.000	270.590	197.491	243.769	200.037	236.564	168.746	299.752	152.981	240.164	156.519	220.504	191.752	197.125	187.349
810020000	41.32	147.782	204.359	159.053	203.482	287.607	323.615	222.526	177.912	241.692	283.632	225.940	296.821	150.738	159.933	132.897	158.927	187.464	247.932	187.613	138.888	168.214	224.595	222.291	194.887	212.632	267.419	183.622	215.171	270.581	195.134	241.162	193.813	241.863	168.202	296.265	145.542	236.621	154.585	220.692	190.029	195.365	187.835
810060000	41.32	144.966	205.641	159.713	208.632	287.385	322.727	229.112	173.491	240.521	280.162	225.470	297.034	153.188	155.808	126.350	157.789	188.864	250.701	182.928	134.020	163.705	220.948	229.402	192.717	210.872	273.034	192.820	205.162	265.248	192.259	247.393	187.421	236.923	166.982	299.872	149.402	236.543	151.632	225.991	187.305	188.779	186.578
810100000	41.32	142.839	205.761	164.085	204.263	283.692	324.308	221.034	175.061	243.821	282.966	224.564	293.513	153.650	155.404	131.410	166.844	194.991	250.718	184.144	135.153	170.196	217.198	223.316	188.953	219.838	263.333	187.739	208.573	272.462	197.062	244.333	190.065	243.376	171.307	290.393	149.168	244.422	151.160	217.282	200.924	193.856	185.917
810140000	41.32	142.460	200.906	156.691	207.325	289.282	320.538	220.371	173.044	244.949	293.538	228.974	295.137	153.200	159.135	130.368	165.624	192.027	255.709	186.459	141.796	160.652	224.276	216.325	192.538	215.735	257.299	189.802	212.624	268.735	191.196	238.154	197.981	238.718	168.096	301.504	149.757	238.405	153.396	221.077	194.333	189.865	187.055
810180000	41.32	145.701	204.709	164.085	204.254	288.752	325.744	217.759	176.509	240.496	285.812	222.889	300.239	156.538	159.471	134.709	158.642	191.055	252.368	182.063	135.908	170.554	226.078	229.470	198.623	214.667	258.376	181.820	213.171	276.727	193.446	239.966	196.561	240.368	166.412	301.863	144.262	239.129	155.594	223.026	198.657	193.240	188.009
840020000	41.57	138.368	202.103	168.213	206.342	284.462	316.120	223.362	173.386	242.094	285.632	227.846	297.778	152.212	160.846	97.094	167.550	194.464	252.239	187.928	140.867	165.580	234.302	225.991	189.613	212.265	264.444	188.748	220.026	279.342	195.205	246.632	194.860	244.949	172.149	296.009	146.533	237.784	150.283	222.812	199.686	196.827	185.817
840060000	41.57	144.057	206.897	162.447	208.307	286.282	319.863	223.828	179.105	240.521	289.641	234.342	302.778	160.512	160.298	99.496	166.624	188.073	251.556	176.099	134.806	169.759	230.664	223.846	196.396	213.530	263.299	190.784	212.957	273.504	193.402	245.983	192.393	238.846	169.088	301.154	148.346	230.138	155.604	225.684	196.800	195.750	188.330
840100000	41.57	149.897	198.547	159.426	206.570	284.154	324.231	214.172	177.623	245.906	286.769	232.162	303.846	152.738	150.538	101.051	158.743	187.091	247.239	181.477	135.857	165.571	233.043	231.197	191.509	219.795	265.026	185.847	212.615	266.222	190.634	248.444	195.131	239.017	171.404	300.333	145.458	238.491	150.038	226.393	188.686	192.394	187.266
840140000	41.57	145.908	199.778	165.468	208.561	296.282	325.436	210.578	179.886	244.744	288.812	230.761	298.991	147.512	156.913	102.470	161.174	189.882	247.470	187.658	133.184	168.920	232.957	218.470	197.264	217.915	264.889	188.243	219.735	270.556	193.384	243.650	193.673	245.239	169.184	295.855	143.112	239.276	156.226	223.094	198.924	200.423	186.541
840180000	41.57	146.943	198.085	162.085	209.272	289.504	323.624	213.138	178.254	244.333	285.829	234.906	301.504	161.100	154.692	98.274	164.303	195.964	247.641	182.180	139.000	165.402	232.879	228.983	192.925	220.077	264.504	182.775	212.282	268.786	188.330	243.291	184.467	242.769	177.202	306.368	152.215	243.836	153.057	226.838	197.590	193.096	194.917
870020000	41.81	146.322	197.940	163.309	203.930	283.513	321.786	217.819	178.728	242.308	282.111	228.667	296.940	151.425	160.865	96.111	160.064	194.964	251.265	179.486	133.561	168.804	235.474	230.624	195.453	214.393	266.239	193.568	216.085	282.128	192.259	251.205	195.430	242.863	172.395	296.376	146.654	235.543	153.189	221.273	196.476	190.596	184.688
870060000	41.81	134.184	198.915	166.511	208.825	285.385	319.701	225.621	170.737	243.410	283.256	224.821	295.419	153.212	158.404	101.368	162.752	190.482	253.744	184.495	130.888	159.920	232.233	220.453	190.802	214.487	263.949	188.649	216.419	270.470	188.214	238.342	192.467	243.658	173.211	292.145	150.047	239.983	153.858	221.128	196.390	193.904	186.101
870100000	41.81	144.207	206.214	164.723	203.167	286.650	324.855	214.733	174.289	241.564	287.863	224.154	299.487	159.200	159.500	95.103	161.761	194.664	249.863	183.910	132.918	162.804	236.491	225.658	189.802	219.402	264.111	185.559	218.120	269.915	198.188	247.667	189.533	241.239	170.526	292.906	152.477	242.828	157.491	224.538	196.848	195.923	182.294
870140000	41.81	146.425	205.462	161.894	204.404	289.103	318.761	227.845	175.325	248.000	283.009	227.248	306.282	155.488	161.923	99.983	164.239	189.155	256.060	188.180	141.704	163.161	237.733	221.496	195.604	221.308	266.316	192.514	214.376	280.436	196.062	246.282	189.159	252.077	173.281	304.205	150.720	243.940	154.981	226.410	202.324	190.192	190.101
870180000	41.81	144.264	203.590	162.170	201.956	295.769	313.863	220.474	177.518	239.701	286.624	235.231	295.607	161.850	162.115	98.256	162.605	195.073	247.085	178.865	136.092	169.375	228.448	226.205	193.302	219.667	262.940	187.459	213.462	274.538	195.027	249.718	197.000	237.444	166.263	291.573	152.121	235.267	154.792	227.812	199.857	195.846	193.688
900020000	42.05	145.437	200.419	168.468	206.158	281.342	323.735	218.310	177.781	242.231	286.615	228.282	301.154	161.725	161.731	101.009	167.257	195.118	246.949	186.946	140.990	168.107	233.017	223.504	203.132	215.479	266.179	186.964	210.350	277.068	193.679	249.308	193.355	244.419	172.535	295.692	150.093	244.905	155.085	225.829	194.705	190.788	189.468
900060000	42.05	146.839	199.821	161.968	204.272	282.838	323.179	219.793	174.675	242.744	290.333	226.436	297.256	159.250	156.865	103.632	165.193	197.800	253.239	187.541	137.378	162.393	228.793	217.735	199.377	215.624	263.949	187.541	213.436	270.855	193.071	247.222	196.710	241.205	171.465	287.188	154.187	242.328	155.425	219.573	193.248	192.019	185.780
900100000	42.05	145.598	204.923	162.149	206.000	286.273	321.291	223.560	176.175	238.051	288.120	233.487	304.880	156.587	162.077	104.068	165.982	187.327	252.590	185.532	140.071	167.330	231.983	226.333	193.764	220.966	265.641	194.198	212.530	271.197	190.295	250.376	194.589	241.786	174.053	294.419	148.318	242.121	162.330	235.462	196.648	188.942	183.422
900140000	42.05	151.483	202.282	156.926	208.912	289.462	322.043	220.405	174.728	242.359	285.855	232.880	303.462	156.250	161.308	97.282	169.917	189.900	246.214	184.694	143.653	164.384	232.103	226.949	190.208	219.650	266.991	188.315	213.316	283.128	196.982	249.145	192.916	238.513	169.719	300.590	147.224	246.017	155.500	228.128	198.476	201.817	191.541
900180000	42.05	143.506	202.103	170.755	211.553	287.906	326.538	221.586	173.474	243.282	287.265	227.205	301.462	160.488	155.558	97.137	163.982	189.709	260.547	183.793	138.306	162.241	232.405	220.521	198.670	215.068	268.188	185.063	212.701	276.239	194.536	250.846	192.477	240.000	171.465	298.291	151.308	250.448	160.925	225.744	203.990	192.962	188.009
930020000	42.30	146.563	195.889	158.755	198.965	286.316	325.778	217.112	174.474	246.051	285.974	232.325	296.829	147.462	157.894	98.658	166.376	190.055	251.034	187.297	136.296	162.259	231.776	227.581	192.575	214.940	270.197	195.360	217.530	278.752	191.714	244.060	196.336	244.470	175.430	293.923	146.084	240.198	143.160	225.162	197.438	196.769	183.633
930060000	42.30	148.667	203.000	159.277	200.605	291.299	322.017	217.474	171.614	244.205	292.342	229.436	301.803	155.538	156.817	103.436	169.183	195.064	245.838	187.829	132.163	164.821	230.819	228.171	196.915	215.094	266.325	190.712	210.342	271.838	196.688	248.453	196.505	245.889	173.737	297.684	147.383	239.966	152.425	224.598	192.829	192.644	194.138
930100000	42.30	147.839	200.923	159.894	206.404	292.179	322.179	222.457	183.509	245.085	290.744	230.752	306.940	158.100	161.317	97.026	172.211	192.600	246.470	188.514	138.500	164.411	231.543	225.769	197.849	214.521	266.077	192.414	214.667	273.906	190.920	247.479	194.589	240.154	174.711	291.402	149.327	242.466	148.547	226.419	197.552	199.106	186.982
930140000	42.30	147.563	200.145	162.574	214.877	295.556	325.462	224.897	183.833	242.983	283.000	233.043	303.991	152.875	162.346	97.556	165.771	197.109	251.615	179.793	138.510	160.098	227.371	218.590	191.198	216.419	265.171	188.793	216.547	278.615	185.670	245.795	189.411	240.829	176.684	298.282	152.617	241.112	158.632	223.256	195.905	195.356	186.706
930180000	42.30	145.540	200.650	163.383	211.904	285.496	328.419	222.328	179.018	241.085	289.932	237.957	307.179	159.387	155.510	101.402	169.376	199.945	249.077	183.829	138.337	168.938	232.095	227.829	192.226	216.385	269.872	193.748	222.991	273.504	194.643	246.735	195.178	246.085	168.412	292.863	149.439	244.448	155.906	224.393	191.048	193.731	191.706
960020000	42.54	147.391	205.282	164.160	204.763	285.556	320.940	219.828	171.982	239.436	297.385	239.915	301.145	161.438	160.288	102.316	172.156	190.782	258.641	185.856	135.806	160.375	226.543	230.256	200.811	216.017	273.376	188.414	218.538	275.684	200.652	250.308	195.495	244.273	173.123	295.538	152.710	243.879	153.717	227.940	201.248	200.154	187.028
960060000	42.54	147.943	195.060	166.894	202.026	282.915	316.214	218.922	173.535	243.291	286.880	234.624	299.479	163.650	160.019	99.205	173.459	194.773	249.906	187.910	129.908	158.562	231.526	224.265	191.519	223.179	270.427	191.649	209.017	266.479	195.545	247.812	192.523	240.368	171.781	293.103	146.673	240.828	153.302	230.034	196.924	201.394	187.183
960100000	42.54	141.966	199.957	165.957	203.044	292.872	326.103	224.034	170.149	243.496	283.402	230.607	306.974	163.875	159.087	96.291	170.248	189.618	252.034	183.387	135.612	162.464	231.957	225.547	194.925	212.470	273.829	193.910	215.923	277.026	193.955	245.479	193.673	243.598	173.781	297.530	144.140	242.241	150.075	224.974	193.276	199.221	188.587
960140000	42.54	146.885	200.897	163.223	207.632	288.385	324.273	224.069	181.202	247.410	289.752	234.470	304.171	161.663	157.885	102.009	165.578	195.182	250.145	188.396	139.878	160.607	234.060	224.342	194.274	216.197	269.744	191.099	215.778	272.735	196.125	255.419	195.168	247.479	171.325	296.308	153.028	246.750	150.679	230.496	195.610	191.038	188.826
960180000	42.54	147.425	203.581	165.351	209.658	294.735	328.094	225.052	175.447	240.444	285.932	238.051	299.709	156.800	154.240	102.376	162.771	193.655	248.009	186.550	138.816	161.366	231.181	229.872	201.349	215.769	261.675	190.153	213.940	273.641	191.232	243.761	194.813	243.368	171.263	300.333	145.393	241.724	156.491	233.239	199.171	192.452	189.330
990020000	42.78	145.644	201.470	165.851	209.053	283.786	334.521	224.983	172.088	242.265	291.923	235.632	305.128	167.087	160.048	102.128	164.367	199.273	242.983	187.820	138.327	150.286	232.009	225.615	196.198	217.470	266.402	192.991	222.325	278.026	194.054	242.795	188.841	237.265	167.325	295.692	152.897	235.043	155.736	231.803	197.981	198.519	190.495
990060000	42.78	143.563	201.949	162.032	203.281	290.171	318.154	218.526	169.974	233.248	289.256	235.402	303.487	159.538	165.394	97.658	172.312	195.800	238.085	183.135	134.571	163.795	231.310	220.821	201.972	221.248	275.513	192.216	216.906	275.145	190.857	250.214	197.645	236.692	171.211	298.923	152.037	239.612	160.708	232.265	194.257	201.731	182.349
990100000	42.78	140.345	199.590	164.809	204.833	293.692	326.812	222.897	178.842	240.359	287.735	232.812	301.556	152.637	158.260	99.256	170.220	191.836	251.778	183.676	135.112	165.705	230.948	226.513	198.887	215.479	268.111	191.252	223.744	277.017	195.009	246.299	193.860	241.487	174.149	296.538	144.131	238.991	155.491	226.650	197.390	196.452	188.505
990140000	42.78	145.678	198.103	163.606	204.860	291.821	331.983	224.681	180.000	239.273	294.641	230.615	304.949	162.725	153.010	98.179	170.798	195.055	259.034	190.532	139.153	160.196	232.724	227.034	198.358	216.607	270.778	197.910	223.188	274.496	192.009	250.265	198.439	246.462	174.491	298.085	149.551	242.026	151.849	230.231	203.990	195.413	191.477
990180000	42.78	148.977	200.068	169.553	210.807	287.735	326.077	225.172	174.667	241.846	293.821	237.333	299.128	160.375	162.702	96.855	172.385	186.782	251.496	182.685	138.969	156.107	237.914	226.974	205.858	220.479	268.795	192.892	219.786	278.915	190.250	248.752	191.888	239.718	172.667	307.222	151.636	244.060	156.368	235.991	200.733	196.096	190.514
1020020000	43.02	140.471	196.838	163.851	198.912	278.504	322.248	224.250	169.132	244.880	280.145	230.188	303.974	159.625	161.519	105.103	168.743	193.191	250.658	188.225	142.653	149.304	230.819	226.162	203.217	212.838	265.718	194.820	227.453	271.436	190.652	245.727	200.009	245.932	173.553	295.940	146.804	234.957	158.925	225.137	194.705	186.904	180.872
1020060000	43.02	138.920	193.256	162.915	203.246	280.077	323.692	222.336	173.825	240.436	288.316	240.410	305.504	155.650	161.029	103.137	169.835	189.545	250.273	182.775	144.102	162.455	232.819	229.966	197.934	215.932	273.769	194.541	222.727	275.880	192.866	251.273	196.421	237.778	173.254	292.265	151.224	246.241	153.434	228.291	196.495	199.500	184.872
1020100000	43.02	148.598	199.060	170.926	209.193	289.154	326.385	218.026	181.140	245.923	294.359	239.564	306.120	165.562	159.135	100.274	171.119	189.573	251.393	189.387	141.061	147.482	230.681	223.188	197.443	212.316	269.556	193.351	221.684	271.111	195.580	249.325	198.234	245.000	164.246	306.111	147.692	241.578	152.302	224.658	201.629	202.894	183.890
1020140000	43.02	158.046	198.333	172.617	201.491	289.060	328.709	224.552	173.904	238.906	291.162	240.872	301.248	160.387	154.587	99.060	172.229	192.727	245.231	187.189	133.551	154.152	232.405	221.932	203.283	216.547	266.214	195.243	220.932	270.718	193.768	248.991	196.037	245.752	173.149	301.624	144.888	245.586	158.972	229.598	204.086	195.346	193.229
1020180000	43.02	144.770	200.718	170.479	216.228	294.350	333.504	216.853	176.693	236.991	289.265	242.009	303.197	163.025	160.221	100.735	169.358	192.618	252.427	186.414	143.418	154.018	235.052	229.769	202.698	221.205	266.889	189.892	219.829	275.171	207.000	251.026	196.953	243.214	171.588	304.692	152.944	241.621	160.981	235.393	202.781	206.000	191.670
1050020000	43.26	147.138	203.342	161.755	193.518	286.043	321.154	220.216	176.851	239.051	283.778	232.641	308.598	154.812	155.173	105.641	172.450	190.873	249.556	195.153	139.857	151.196	234.284	221.598	199.604	220.128	264.419	191.126	236.530	279.111	194.152	248.872	191.393	237.803	173.886	300.222	152.028	242.121	155.877	234.239	196.229	203.183	182.780
1050060000	43.26	137.552	193.427	161.521	209.974	283.325	324.778	224.948	169.807	243.479	285.940	239.094	308.248	164.188	158.721	101.923	171.945	195.964	248.094	184.946	139.541	148.232	235.664	229.137	199.038	214.273	272.393	196.018	231.462	270.838	190.312	249.145	196.093	239.393	176.772	299.231	155.617	239.716	157.896	223.359	187.019	192.462	182.303
1050100000	43.26	144.851	207.009	171.702	208.912	290.556	317.615	216.569	179.342	242.265	286.932	242.667	303.795	156.550	160.740	102.427	173.853	193.736	247.179	185.324	138.990	145.366	238.776	227.051	201.123	215.402	271.513	193.162	230.077	276.513	186.741	247.897	190.710	242.291	176.711	298.564	148.374	241.784	159.283	227.462	199.743	200.971	180.578
1050140000	43.26	144.621	204.410	179.553	206.325	289.513	328.897	226.707	180.930	242.496	286.932	243.821	303.675	170.325	166.240	100.957	170.661	188.436	253.026	189.811	132.969	153.670	232.724	218.342	197.340	211.154	271.453	199.559	221.350	276.026	199.268	255.889	193.121	242.034	171.281	295.308	145.916	244.716	154.802	231.957	198.876	202.817	190.991
1050180000	43.26	144.471	207.299	165.436	211.930	295.325	325.504	224.940	178.579	238.607	293.487	239.573	301.701	158.637	159.452	100.538	177.853	194.027	253.607	192.658	140.724	146.295	230.802	223.239	198.311	217.718	282.333	192.577	233.368	275.530	190.812	253.000	191.084	237.983	177.386	294.291	147.832	238.147	160.321	232.350	197.505	207.029	191.807
1080020000	43.50	142.575	197.846	163.755	207.570	278.214	328.043	228.155	173.132	238.496	287.350	228.949	304.590	155.962	160.212	97.932	172.395	193.773	247.957	192.054	142.388	149.152	227.612	227.043	205.925	222.573	272.598	194.189	235.521	271.812	198.089	254.667	191.383	247.803	168.263	297.120	139.907	250.698	158.519	234.376	196.229	206.202	184.505
1080060000	43.50	144.310	197.803	172.223	207.386	285.444	322.222	220.716	171.325	233.735	289.735	238.556	299.556	166.225	155.644	98.462	173.284	194.964	248.991	183.225	139.827	149.741	223.250	229.821	202.698	219.615	270.863	189.378	231.701	275.325	195.964	253.282	187.654	247.120	172.465	294.179	150.009	241.362	158.991	223.513	205.695	198.529	187.725
1080100000	43.50	147.069	204.786	168.447	203.254	287.915	322.573	228.612	181.184	239.701	291.188	239.222	310.162	164.113	155.625	105.453	173.679	191.709	248.231	189.450	134.071	144.562	229.905	225.393	206.358	217.487	271.778	197.919	245.009	281.162	191.875	250.385	198.907	239.692	168.614	299.299	148.748	243.198	153.575	239.085	196.276	201.894	180.605
1080140000	43.50	145.368	203.590	178.543	210.816	299.085	327.043	224.129	176.246	234.017	294.872	242.607	308.778	162.837	158.913	103.299	174.395	194.227	255.342	188.532	134.306	147.384	230.267	227.051	203.255	220.769	265.863	193.135	238.034	277.880	194.848	256.154	198.150	248.684	179.939	295.667	145.832	249.879	158.311	237.632	197.190	204.885	191.183
1080180000	43.50	151.713	205.709	175.755	209.237	296.197	330.949	223.043	181.412	245.299	293.205	238.308	305.342	159.975	159.192	98.624	178.174	194.882	252.692	187.027	140.041	150.339	226.914	229.547	203.632	220.120	274.051	203.027	242.444	280.162	190.116	255.256	192.421	247.487	174.912	295.197	146.121	248.448	156.160	228.205	199.581	206.404	195.945
1110020000	43.74	141.230	193.017	171.415	206.868	282.752	331.889	222.922	179.404	233.590	288.615	233.282	318.906	157.200	156.250	101.812	173.018	196.455	246.675	184.036	138.388	148.420	233.034	229.538	199.038	212.470	266.504	194.099	246.658	279.171	198.000	254.060	194.953	248.521	177.000	296.744	147.430	240.957	152.858	231.376	202.267	205.000	182.661
1110060000	43.74	143.552	197.325	168.351	205.965	282.957	323.273	220.991	181.772	233.137	295.581	234.120	306.923	160.550	156.481	98.692	178.000	190.691	250.479	185.243	140.306	141.241	229.655	227.846	203.123	220.325	264.855	195.378	239.094	279.504	200.223	254.299	196.215	237.889	171.570	299.368	145.458	246.828	161.236	232.846	199.295	201.952	188.330
1110100000	43.74	145.517	205.889	167.298	205.158	283.368	325.658	225.138	176.798	235.376	295.393	241.444	304.154	167.925	156.394	100.915	175.661	187.118	245.607	186.991	134.306	141.125	226.560	225.214	201.330	224.325	263.291	198.919	240.128	273.282	190.098	248.179	192.514	244.624	186.263	288.915	145.907	242.828	156.104	235.915	201.981	206.154	187.339
1110140000	43.75	151.011	200.940	169.830	200.368	291.709	330.530	222.560	175.246	244.282	290.974	231.846	306.701	159.312	159.375	99.650	179.450	190.136	246.521	188.901	131.163	145.009	234.526	230.427	202.604	218.889	273.273	196.225	237.068	270.795	194.920	253.179	193.673	239.103	177.816	295.077	149.607	249.509	162.075	234.581	194.086	199.827	188.128
1110180000	43.75	144.644	193.872	167.819	205.746	287.906	323.957	222.491	178.509	238.368	298.205	245.718	301.727	162.450	160.567	98.880	181.624	193.909	255.906	187.982	139.194	147.241	232.905	227.641	210.745	222.795	272.855	190.856	250.803	284.795	189.161	255.889	192.280	248.282	173.482	306.650	151.336	233.862	154.519	231.632	199.943	203.106	188.193
1140020000	43.99	149.931	193.846	168.574	202.711	282.684	324.855	222.698	181.368	237.205	285.479	231.974	306.410	162.262	163.923	105.265	178.330	193.045	250.957	192.153	130.684	137.196	233.491	229.094	199.877	228.026	272.479	191.721	253.923	277.009	193.804	250.128	197.262	242.504	173.026	297.000	144.804	245.948	163.038	236.214	195.019	197.087	181.560
1140060000	43.99	146.575	193.034	164.915	206.684	287.316	322.171	225.534	179.421	233.188	293.573	237.436	320.256	173.413	156.615	100.581	177.661	193.782	238.444	189.838	134.510	141.866	232.638	221.376	205.321	217.385	269.239	194.198	250.513	274.496	195.205	248.009	202.645	245.265	178.956	299.402	146.495	239.207	155.123	233.453	193.276	200.288	177.303
1140100000	43.99	142.310	195.103	168.957	200.596	297.009	322.453	228.922	173.851	236.291	294.171	239.128	313.265	169.613	158.288	102.573	185.550	204.127	250.718	192.279	135.245	139.027	230.690	227.103	207.425	219.214	276.957	199.414	244.718	276.752	193.607	254.564	198.290	242.573	178.272	292.043	150.776	242.853	164.255	237.436	194.838	207.740	191.037
1140140000	43.99	153.828	191.385	174.628	202.596	293.453	327.658	223.095	179.061	233.581	293.444	239.675	310.846	168.837	160.865	104.068	178.028	192.682	244.632	192.973	126.418	136.000	230.543	225.692	198.274	221.786	276.060	202.207	248.915	278.325	191.839	247.846	195.897	242.188	174.105	296.000	145.935	244.560	160.896	230.000	197.514	203.173	186.743
1140180000	43.99	147.322	193.795	170.691	213.307	294.846	327.479	227.293	182.579	231.419	292.094	240.803	306.590	159.300	148.212	96.863	185.486	196.073	244.838	185.550	138.173	137.670	236.810	220.701	203.028	220.487	273.650	201.955	252.709	279.308	193.875	244.632	197.271	249.752	175.105	297.872	152.710	240.310	155.991	240.906	205.762	207.192	189.982
1170020000	44.23	142.368	200.829	170.340	203.860	283.829	319.291	224.345	176.474	232.624	286.624	230.940	310.427	165.188	158.750	105.897	185.605	196.082	246.932	189.640	136.122	139.009	229.586	223.880	206.358	223.496	270.231	200.586	250.513	276.145	198.973	250.231	194.308	239.991	178.491	293.718	153.869	244.698	164.368	239.949	203.990	200.240	186.138
1170060000	44.23	147.126	197.701	165.489	206.053	286.932	326.803	227.103	175.465	237.026	291.615	234.692	310.735	167.450	157.269	105.291	181.339	192.573	244.359	185.081	134.980	137.625	234.698	228.829	205.160	226.017	264.812	196.559	246.128	276.641	189.982	255.983	193.084	237.376	181.921	304.615	155.000	240.345	154.792	237.564	201.952	201.490	186.780
1170100000	44.23	149.552	197.197	163.862	201.807	289.838	336.641	220.991	177.114	236.154	294.427	237.923	299.179	169.262	150.683	103.009	190.073	196.755	252.162	191.072	133.745	140.973	229.198	231.051	201.000	229.299	280.359	196.369	245.385	279.273	191.839	253.863	198.121	237.684	176.202	297.632	156.963	244.672	164.887	238.701	199.095	204.721	183.165
1170140000	44.23	150.345	191.855	169.585	206.053	287.453	325.983	225.207	181.825	238.248	289.444	240.838	315.359	171.812	150.067	106.316	180.954	190.100	246.188	187.243	131.051	138.946	234.819	227.709	201.736	227.932	267.880	196.297	243.094	279.282	194.375	256.803	193.822	246.051	180.544	296.957	153.477	235.569	156.104	238.085	197.286	200.115	186.202
1170180000	44.23	141.724	196.803	167.851	207.333	295.325	322.547	226.871	178.079	237.342	285.256	244.470	311.812	160.225	157.548	98.060	180.661	187.655	255.026	184.883	136.888	137.402	233.759	227.615	206.453	225.316	272.376	196.577	253.923	279.171	192.696	253.026	190.879	248.915	180.132	296.658	153.486	238.655	163.962	234.205	196.514	201.356	187.459
1200020000	44.47	153.184	194.769	166.585	201.895	284.863	319.000	226.379	183.202	232.547	294.026	238.530	313.872	169.462	159.702	105.077	182.028	197.291	253.026	187.667	134.061	135.580	232.810	232.897	198.594	223.684	273.444	191.162	248.239	269.342	197.536	249.000	198.458	236.598	182.298	296.333	150.720	244.422	158.349	233.128	196.533	206.663	188.835
1200060000	44.47	150.115	202.949	169.957	203.693	290.547	330.641	227.431	181.693	234.273	289.214	241.727	313.846	163.950	158.452	102.393	182.248	191.545	247.590	189.477	138.837	126.071	225.716	226.145	199.075	227.000	270.239	192.739	252.692	276.436	197.500	246.325	197.794	244.709	182.246	288.906	143.991	241.310	156.311	235.684	199.267	206.433	180.899
1200100000	44.47	143.598	194.325	178.340	204.096	282.513	325.128	228.578	181.579	232.043	291.761	238.179	307.265	165.137	159.510	103.197	188.798	196.245	245.513	186.477	130.755	133.902	230.828	230.991	204.151	226.838	270.889	195.495	250.043	272.821	199.375	246.855	196.477	240.410	187.044	302.060	153.617	240.905	159.962	235.402	199.162	196.423	181.853
1200140000	44.47	144.598	193.701	172.447	196.026	291.547	330.197	231.767	176.474	239.128	296.308	246.359	310.128	167.288	159.856	106.402	187.018	193.718	244.564	187.766	134.561	134.366	230.500	228.915	210.858	231.470	274.034	198.937	253.564	278.333	187.732	250.727	197.729	242.197	183.237	293.846	153.701	243.552	166.170	237.197	203.905	208.385	191.450
1200180000	44.47	153.747	197.077	170.436	212.842	291.641	328.538	218.595	180.772	232.197	289.231	247.453	313.932	175.500	152.827	104.128	178.560	204.118	246.120	186.622	133.449	134.125	233.017	229.915	202.708	229.590	268.607	194.676	247.487	271.248	194.786	257.615	196.421	242.718	178.825	302.889	147.308	245.060	159.142	245.701	197.505	202.519	194.450
1230020000	44.71	143.517	191.615	169.138	200.246	286.812	321.239	228.647	178.263	227.778	290.547	240.829	315.906	167.675	158.635	107.675	180.009	190.336	248.154	183.207	140.673	131.179	225.509	222.778	211.104	230.496	275.966	200.378	248.923	272.239	191.536	256.462	187.495	240.607	182.404	298.145	141.505	238.724	153.000	238.043	197.895	195.577	173.725
1230060000	44.71	152.529	188.932	166.053	199.623	283.949	323.863	228.207	182.746	229.299	290.829	242.632	307.453	159.400	157.250	102.504	186.881	202.655	249.051	190.775	132.510	129.446	227.353	228.231	209.962	223.692	268.530	197.180	250.256	276.829	196.384	249.222	195.710	241.444	181.386	297.342	146.374	248.560	157.066	229.932	195.933	209.481	182.211
1230100000	44.71	150.391	194.017	170.840	200.140	288.393	324.786	228.440	183.763	228.120	286.940	243.470	309.991	175.650	156.038	102.248	190.073	196.627	240.222	186.018	134.112	131.250	232.000	226.915	194.057	234.205	268.026	202.054	252.786	278.949	194.312	262.376	193.009	240.444	174.412	299.872	144.364	242.595	161.566	239.419	197.295	204.567	182.073
